Payload,Status,Exploit Success,Exploit Types,Payload Type,Response Time (s),Memory Usage (MB),Semantic Preserved,Response Code
0%27<@!=.1%0b,Bypassed,Yes,unionAtk,Unknown,0.0101,69.91,No,200
0'<@=1.+,Bypassed,No,None,Unknown,0.01,69.91,No,500
0%27<@=1.+,Bypassed,Yes,unionAtk,Unknown,0.0095,69.91,No,200
0'<@=.1+,Bypassed,No,None,Unknown,0.0167,69.91,No,500
0'<@!=.1%0b,Bypassed,No,None,Unknown,0.0129,69.91,No,500
0'<@=.1+,Bypassed,No,None,Unknown,0.0115,69.91,No,500
0%27<@!=.1+,Bypassed,Yes,unionAtk,Unknown,0.0197,69.91,No,200
0%27<@=1.+,Bypassed,Yes,unionAtk,Unknown,0.0107,69.91,No,200
0%27<@!=1.+,Bypassed,Yes,unionAtk,Unknown,0.0105,69.91,No,200
0%27<@!=.1+,Bypassed,Yes,unionAtk,Unknown,0.0141,69.91,No,200
0'<@=.1+,Bypassed,No,None,Unknown,0.0124,69.91,No,500
0%27<@=1.+,Bypassed,Yes,unionAtk,Unknown,0.0194,69.91,No,200
0%27<@!=1.+,Bypassed,Yes,unionAtk,Unknown,0.0075,69.91,No,200
0'or+,Bypassed,No,None,Unknown,0.0114,69.91,No,500
0%27<@=1.%0b,Bypassed,Yes,unionAtk,Unknown,0.0108,69.91,No,200
0%27<@=1%0b,Bypassed,Yes,unionAtk,Unknown,0.0112,69.91,No,200
0%27<@=1+,Bypassed,Yes,unionAtk,Unknown,0.0165,69.91,No,200
0'<@=.1+,Bypassed,No,None,Unknown,0.0146,69.91,No,500
0%27<@!=1+,Bypassed,Yes,unionAtk,Unknown,0.0115,69.91,No,200
0%27<@!=1.+,Bypassed,Yes,unionAtk,Unknown,0.0085,69.91,No,200
0'<@!=.1+,Bypassed,No,None,Unknown,0.016,69.91,No,500
0%27<@!=.1+,Bypassed,Yes,unionAtk,Unknown,0.0117,69.91,No,200
0'<@!=1%0b,Bypassed,No,None,Unknown,0.0065,69.91,No,500
0'<@!=1+,Bypassed,No,None,Unknown,0.0097,69.91,No,500
0'<@=.1%0b,Bypassed,No,None,Unknown,0.008,69.91,No,500
0%27<@=1.+,Bypassed,Yes,unionAtk,Unknown,0.0115,69.91,No,200
0%27<@=.1%0b,Bypassed,Yes,unionAtk,Unknown,0.0114,69.91,No,200
0%27<@=.1%0b,Bypassed,Yes,unionAtk,Unknown,0.0085,69.91,No,200
0'<@!=1%0b,Bypassed,No,None,Unknown,0.0142,69.91,No,500
0'<@=.1+,Bypassed,No,None,Unknown,0.0222,69.91,No,500
0%27<@!=.1+,Bypassed,Yes,unionAtk,Unknown,0.0116,69.91,No,200
0'<@!=.1+,Bypassed,No,None,Unknown,0.0232,69.91,No,500
0'<@=1.+,Bypassed,No,None,Unknown,0.0168,69.91,No,500
0'<@!=.1%0b,Bypassed,No,None,Unknown,0.0119,69.91,No,500
0%27<@!=1%0b,Bypassed,Yes,unionAtk,Unknown,0.0223,69.47,No,200
0%27<@!=1%0b,Bypassed,Yes,unionAtk,Unknown,0.0139,69.83,No,200
0%27<@!=.1+,Bypassed,Yes,unionAtk,Unknown,0.0169,69.91,No,200
0%27<@!=1%0b,Bypassed,Yes,unionAtk,Unknown,0.0106,69.91,No,200
0'<@!=.1+,Bypassed,No,None,Unknown,0.0132,69.91,No,500
0%27<@!=1.+,Bypassed,Yes,unionAtk,Unknown,0.0131,69.91,No,200
0%27<@=1+,Bypassed,Yes,unionAtk,Unknown,0.0121,69.91,No,200
0'<@=1+,Bypassed,No,None,Unknown,0.0217,69.91,No,500
0%27<@=1.+,Bypassed,Yes,unionAtk,Unknown,0.0196,69.91,No,200
0'<@=1.+,Bypassed,No,None,Unknown,0.0149,69.91,No,500
0%27<@!=1.%0b,Bypassed,Yes,unionAtk,Unknown,0.0152,69.91,No,200
0%27<@!=.1%0b,Bypassed,Yes,unionAtk,Unknown,0.0162,69.91,No,200
0'<@=.1+,Bypassed,No,None,Unknown,0.0122,69.91,No,500
0%27<@!=1.+,Bypassed,Yes,unionAtk,Unknown,0.0156,69.91,No,200
0'<@!=1+,Bypassed,No,None,Unknown,0.0141,69.91,No,500
0'<@=.1+,Bypassed,No,None,Unknown,0.013,69.91,No,500
0%27<@!=.1+,Bypassed,Yes,unionAtk,Unknown,0.0121,69.91,No,200
0%27<@!=1+,Bypassed,Yes,unionAtk,Unknown,0.0155,69.91,No,200
0'<@!=1+,Bypassed,No,None,Unknown,0.0216,69.91,No,500
0'<@=.1+,Bypassed,No,None,Unknown,0.0121,69.91,No,500
0%27<@=1.+,Bypassed,Yes,unionAtk,Unknown,0.0085,69.91,No,200
0%27<@!=1+,Bypassed,Yes,unionAtk,Unknown,0.0113,69.91,No,200
0'<@=.1+,Bypassed,No,None,Unknown,0.0194,69.91,No,500
0%27<@=.1+,Bypassed,Yes,unionAtk,Unknown,0.0103,69.91,No,200
0'<@!=.1%0b,Bypassed,No,None,Unknown,0.0119,69.91,No,500
0'<@!=1.+,Bypassed,No,None,Unknown,0.0117,69.91,No,500
0'<@=1.+,Bypassed,No,None,Unknown,0.0105,69.91,No,500
0%27<@=.1%0b,Bypassed,Yes,unionAtk,Unknown,0.0129,69.91,No,200
0'<@=.1+,Bypassed,No,None,Unknown,0.0095,69.91,No,500
0'<@!=1.+,Bypassed,No,None,Unknown,0.0167,69.91,No,500
0'<@=.1%0b,Bypassed,No,None,Unknown,0.0087,69.91,No,500
0'<@!=1.+,Bypassed,No,None,Unknown,0.0116,69.91,No,500
0%27<@=1+,Bypassed,Yes,unionAtk,Unknown,0.0138,69.91,No,200
0%27<@!=1+,Bypassed,Yes,unionAtk,Unknown,0.0113,69.91,No,200
0%27<@=1+,Bypassed,Yes,unionAtk,Unknown,0.0101,69.91,No,200
0%27<@!=.1%0b,Bypassed,Yes,unionAtk,Unknown,0.0089,69.91,No,200
5%27+,Bypassed,Yes,unionAtk,Unknown,0.0121,69.91,No,200
0%27<@!=1%0b,Bypassed,Yes,unionAtk,Unknown,0.0105,69.91,No,200
0%27<@!=1+,Bypassed,Yes,unionAtk,Unknown,0.011,69.91,No,200
0%27||%0b,Bypassed,Yes,unionAtk,Unknown,0.0089,69.91,No,200
0%27<@!=1.%0b,Bypassed,Yes,unionAtk,Unknown,0.011,69.91,No,200
0%27<@=1+,Bypassed,Yes,unionAtk,Unknown,0.0123,69.91,No,200
0%27<@!=1.+,Bypassed,Yes,unionAtk,Unknown,0.0103,69.91,No,200
0%27<@=1.%0b,Bypassed,Yes,unionAtk,Unknown,0.0137,69.91,No,200
0'<@!=1.%0b,Bypassed,No,None,Unknown,0.0154,69.91,No,500
0'<@!=1+,Bypassed,No,None,Unknown,0.0206,69.91,No,500
0'<@=.1%0b,Bypassed,No,None,Unknown,0.0264,69.91,No,500
0'or+,Bypassed,No,None,Unknown,0.0133,69.91,No,500
0'<@=.1+,Bypassed,No,None,Unknown,0.0203,69.91,No,500
0'<@=.1+,Bypassed,No,None,Unknown,0.0118,69.91,No,500
0%27<@!=1%0b,Bypassed,Yes,unionAtk,Unknown,0.0146,69.47,No,200
0%27<@=.1+,Bypassed,Yes,unionAtk,Unknown,0.0153,69.83,No,200
0'<@!=1.%0b,Bypassed,No,None,Unknown,0.011,69.91,No,500
0'<@=1.+,Bypassed,No,None,Unknown,0.0131,69.91,No,500
0%27<@!=1+,Bypassed,Yes,unionAtk,Unknown,0.0114,69.91,No,200
0%27<@!=1+,Bypassed,Yes,unionAtk,Unknown,0.0136,69.91,No,200
0%27<@!=.1+,Bypassed,Yes,unionAtk,Unknown,0.0157,69.91,No,200
0'<@!=1+,Bypassed,No,None,Unknown,0.008,69.91,No,500
0'<@!=.1+,Bypassed,No,None,Unknown,0.0228,69.91,No,500
0'<@!=1%0b,Bypassed,No,None,Unknown,0.0126,69.91,No,500
0'<@!=1+,Bypassed,No,None,Unknown,0.0115,69.91,No,500
0%27<@=1.+,Bypassed,Yes,unionAtk,Unknown,0.0115,69.91,No,200
0%27<@=1%0b,Bypassed,Yes,unionAtk,Unknown,0.0074,69.91,No,200
0'<@=1.+,Bypassed,No,None,Unknown,0.0166,69.91,No,500
0%27<@=1.+,Bypassed,Yes,unionAtk,Unknown,0.0156,69.91,No,200
0%27<@=.1%0b,Bypassed,Yes,unionAtk,Unknown,0.0106,69.91,No,200
0%27<@!=1.%0b,Bypassed,Yes,unionAtk,Unknown,0.0164,69.91,No,200
0%27<@=.1+,Bypassed,Yes,unionAtk,Unknown,0.011,69.91,No,200
0'<@=1.%0b,Bypassed,No,None,Unknown,0.023,69.91,No,500
0'<@!=.1+,Bypassed,No,None,Unknown,0.0122,69.91,No,500
0'or+,Bypassed,No,None,Unknown,0.0067,69.91,No,500
0%27<@!=1+,Bypassed,Yes,unionAtk,Unknown,0.0136,69.91,No,200
0%27<@=.1%0b,Bypassed,Yes,unionAtk,Unknown,0.015,69.91,No,200
0%27<@!=1%0b,Bypassed,Yes,unionAtk,Unknown,0.0151,69.91,No,200
0%27<@=.1+,Bypassed,Yes,unionAtk,Unknown,0.0161,69.91,No,200
0'<@!=.1+,Bypassed,No,None,Unknown,0.0111,69.91,No,500
0'<@=1.%0b,Bypassed,No,None,Unknown,0.0095,69.91,No,500
0%27<@!=.1+,Bypassed,Yes,unionAtk,Unknown,0.0146,69.91,No,200
0%27<@=1+,Bypassed,Yes,unionAtk,Unknown,0.0162,69.91,No,200
0'<@!=1+,Bypassed,No,None,Unknown,0.0118,69.91,No,500
0'<@!=.1+,Bypassed,No,None,Unknown,0.0093,69.91,No,500
0%27<@!=1.%0b,Bypassed,Yes,unionAtk,Unknown,0.0147,69.91,No,200
0%27<@!=1+,Bypassed,Yes,unionAtk,Unknown,0.0106,69.91,No,200
0%27<@!=.1%0b,Bypassed,Yes,unionAtk,Unknown,0.0108,69.91,No,200
0'<@!=1+,Bypassed,No,None,Unknown,0.0084,69.91,No,500
0%27<@=.1+,Bypassed,Yes,unionAtk,Unknown,0.0179,69.91,No,200
0%27<@=1.%0b,Bypassed,Yes,unionAtk,Unknown,0.0196,69.91,No,200
0'or%0b,Bypassed,No,None,Unknown,0.0119,69.91,No,500
0%27<@=1.%0b,Bypassed,Yes,unionAtk,Unknown,0.016,69.91,No,200
0'<@=1.+,Bypassed,No,None,Unknown,0.0107,69.91,No,500
0%27<@=1.+,Bypassed,Yes,unionAtk,Unknown,0.0128,69.91,No,200
0'<@!=1.+,Bypassed,No,None,Unknown,0.0161,69.91,No,500
0'<@=.1%0b,Bypassed,No,None,Unknown,0.0134,69.91,No,500
0%27<@=1.+,Bypassed,Yes,unionAtk,Unknown,0.0171,69.91,No,200
0'<@!=.1+,Bypassed,No,None,Unknown,0.0133,69.91,No,500
0%27<@=1.+,Bypassed,Yes,unionAtk,Unknown,0.026,69.91,No,200
0%27<@!=1.%0b,Bypassed,Yes,unionAtk,Unknown,0.0102,69.91,No,200
0%27<@=1%0b,Bypassed,Yes,unionAtk,Unknown,0.0162,69.91,No,200
0%27<@!=1.%0b,Bypassed,Yes,unionAtk,Unknown,0.0139,69.91,No,200
0'<@!=.1%0b,Bypassed,No,None,Unknown,0.0176,69.91,No,500
0'<@=1.+,Bypassed,No,None,Unknown,0.0112,69.5,No,500
0%27<@=1%0b,Bypassed,Yes,unionAtk,Unknown,0.0112,69.83,No,200
0%27<@!=1+,Bypassed,Yes,unionAtk,Unknown,0.0173,69.91,No,200
0'<@=.1+,Bypassed,No,None,Unknown,0.0107,69.91,No,500
0'<@=.1+,Bypassed,No,None,Unknown,0.0141,69.91,No,500
0'<@=1.+,Bypassed,No,None,Unknown,0.0133,69.91,No,500
0'<@=.1%0b,Bypassed,No,None,Unknown,0.0124,69.91,No,500
0'<@=1%0b,Bypassed,No,None,Unknown,0.0109,69.91,No,500
0'<@=1.%0b,Bypassed,No,None,Unknown,0.0109,69.91,No,500
0'<@=.1+,Bypassed,No,None,Unknown,0.0158,69.91,No,500
0'<@!=.1+,Bypassed,No,None,Unknown,0.0109,69.91,No,500
0%27<@=1.%0b,Bypassed,Yes,unionAtk,Unknown,0.0104,69.91,No,200
0%27<@!=.1+,Bypassed,Yes,unionAtk,Unknown,0.0117,69.91,No,200
0%27<@!=1.%0b,Bypassed,Yes,unionAtk,Unknown,0.0077,69.91,No,200
0'<@=.1+,Bypassed,No,None,Unknown,0.0156,69.91,No,500
0%27<@=1.%0b,Bypassed,Yes,unionAtk,Unknown,0.0148,69.91,No,200
0%27<@!=1.+,Bypassed,Yes,unionAtk,Unknown,0.0158,69.91,No,200
0'<@!=1.+,Bypassed,No,None,Unknown,0.0133,69.91,No,500
0%27<@=.1%0b,Bypassed,Yes,unionAtk,Unknown,0.0145,69.91,No,200
0%27<@=1.+,Bypassed,Yes,unionAtk,Unknown,0.0123,69.91,No,200
0%27||+,Bypassed,Yes,unionAtk,Unknown,0.0121,69.91,No,200
0%27<@!=1.+,Bypassed,Yes,unionAtk,Unknown,0.0125,69.91,No,200
0'<@!=.1+,Bypassed,No,None,Unknown,0.0088,69.91,No,500
0'<@!=1.+,Bypassed,No,None,Unknown,0.0171,69.91,No,500
0%27<@!=1+,Bypassed,Yes,unionAtk,Unknown,0.0091,69.91,No,200
0%27<@=.1+,Bypassed,Yes,unionAtk,Unknown,0.0162,69.91,No,200
0'<@!=1+,Bypassed,No,None,Unknown,0.0095,69.91,No,500
0'<@=.1+,Bypassed,No,None,Unknown,0.0078,69.91,No,500
0'<@!=1.+,Bypassed,No,None,Unknown,0.0141,69.91,No,500
0%27<@!=1+,Bypassed,Yes,unionAtk,Unknown,0.0141,69.91,No,200
0%27<@!=.1+,Bypassed,Yes,unionAtk,Unknown,0.0137,69.91,No,200
0%27<@!=1.%0b,Bypassed,Yes,unionAtk,Unknown,0.0132,69.91,No,200
0'<@=1.+,Bypassed,No,None,Unknown,0.0246,69.91,No,500
0'<@=1.%0b,Bypassed,No,None,Unknown,0.021,69.91,No,500
0%27<@!=1%0b,Bypassed,Yes,unionAtk,Unknown,0.0123,69.91,No,200
0'<@!=.1+,Bypassed,No,None,Unknown,0.0124,69.91,No,500
0'<@!=.1+,Bypassed,No,None,Unknown,0.0081,69.91,No,500
0%27<@=.1%0b,Bypassed,Yes,unionAtk,Unknown,0.0096,69.91,No,200
0'<@!=.1+,Bypassed,No,None,Unknown,0.0139,69.91,No,500
0%27<@=.1+,Bypassed,Yes,unionAtk,Unknown,0.0087,69.91,No,200
0%27<@=.1%0b,Bypassed,Yes,unionAtk,Unknown,0.0166,69.91,No,200
0%27<@=1.+,Bypassed,Yes,unionAtk,Unknown,0.0123,69.91,No,200
0%27||%0b,Bypassed,Yes,unionAtk,Unknown,0.011,69.91,No,200
0%27<@!=1.+,Bypassed,Yes,unionAtk,Unknown,0.0098,69.91,No,200
0'<@=1+,Bypassed,No,None,Unknown,0.0188,69.91,No,500
0'<@=1.%0b,Bypassed,No,None,Unknown,0.0123,69.91,No,500
0%27<@!=.1%0b,Bypassed,Yes,unionAtk,Unknown,0.0209,69.91,No,200
0%27<@!=.1+,Bypassed,Yes,unionAtk,Unknown,0.0133,69.91,No,200
0'<@=1+,Bypassed,No,None,Unknown,0.0202,69.91,No,500
0%27<@!=1+,Bypassed,Yes,unionAtk,Unknown,0.0098,69.91,No,200
0%27<@!=1%0b,Bypassed,Yes,unionAtk,Unknown,0.018,69.5,No,200
0'<@!=1+,Bypassed,No,None,Unknown,0.0125,69.83,No,500
0%27<@=1.%0b,Bypassed,Yes,unionAtk,Unknown,0.0145,69.91,No,200
0%27<@=.1+,Bypassed,Yes,unionAtk,Unknown,0.0193,69.91,No,200
0'or+,Bypassed,No,None,Unknown,0.0092,69.91,No,500
0'<@=.1+,Bypassed,No,None,Unknown,0.0104,69.91,No,500
0%27<@!=1%0b,Bypassed,Yes,unionAtk,Unknown,0.0059,69.91,No,200
0%27<@!=.1+,Bypassed,Yes,unionAtk,Unknown,0.0103,69.91,No,200
0%27<@=1.%0b,Bypassed,Yes,unionAtk,Unknown,0.0137,69.91,No,200
0'<@=1+,Bypassed,No,None,Unknown,0.0118,69.91,No,500
0'<@=1+,Bypassed,No,None,Unknown,0.0096,69.91,No,500
0'or+,Bypassed,No,None,Unknown,0.0115,69.91,No,500
0'<@=.1+,Bypassed,No,None,Unknown,0.0176,69.91,No,500
0'<@!=1%0b,Bypassed,No,None,Unknown,0.0118,69.91,No,500
0'<@!=1.%0b,Bypassed,No,None,Unknown,0.0135,69.91,No,500
0%27<@=1+,Bypassed,Yes,unionAtk,Unknown,0.0243,69.91,No,200
0%27<@=.1+,Bypassed,Yes,unionAtk,Unknown,0.0089,69.91,No,200
0'<@=1+,Bypassed,No,None,Unknown,0.0103,69.91,No,500
0'<@!=1%0b,Bypassed,No,None,Unknown,0.0126,69.91,No,500
0%27<@!=1.+,Bypassed,Yes,unionAtk,Unknown,0.0123,69.91,No,200
0%27<@!=1.%0b,Bypassed,Yes,unionAtk,Unknown,0.0154,69.91,No,200
0%27<@!=.1+,Bypassed,Yes,unionAtk,Unknown,0.0113,69.91,No,200
0'<@!=.1+,Bypassed,No,None,Unknown,0.0161,69.91,No,500
0%27<@!=.1+,Bypassed,Yes,unionAtk,Unknown,0.0177,69.91,No,200
0'<@!=.1%0b,Bypassed,No,None,Unknown,0.0157,69.91,No,500
0%27<@=1+,Bypassed,Yes,unionAtk,Unknown,0.0088,69.91,No,200
0%27<@!=1.+,Bypassed,Yes,unionAtk,Unknown,0.0074,69.91,No,200
0'<@=1+,Bypassed,No,None,Unknown,0.0093,69.91,No,500
0%27<@=1+,Bypassed,Yes,unionAtk,Unknown,0.0167,69.91,No,200
0%27<@=1%0b,Bypassed,Yes,unionAtk,Unknown,0.0156,69.91,No,200
0%27<@=1%0b,Bypassed,Yes,unionAtk,Unknown,0.0118,69.91,No,200
0%27<@=1%0b,Bypassed,Yes,unionAtk,Unknown,0.0119,69.91,No,200
0%27<@!=1.+,Bypassed,Yes,unionAtk,Unknown,0.0091,69.91,No,200
0%27<@!=1+,Bypassed,Yes,unionAtk,Unknown,0.0117,69.91,No,200
0%27<@=1+,Bypassed,Yes,unionAtk,Unknown,0.0184,69.91,No,200
0'<@=.1%0b,Bypassed,No,None,Unknown,0.0096,69.91,No,500
0%27<@=1.+,Bypassed,Yes,unionAtk,Unknown,0.0095,69.91,No,200
0'<@!=1.%0b,Bypassed,No,None,Unknown,0.0075,69.91,No,500
0'<@=.1%0b,Bypassed,No,None,Unknown,0.0171,69.91,No,500
0'<@!=1%0b,Bypassed,No,None,Unknown,0.0137,69.91,No,500
0%27<@=1+,Bypassed,Yes,unionAtk,Unknown,0.0153,69.91,No,200
0'<@!=.1%0b,Bypassed,No,None,Unknown,0.0129,69.91,No,500
0%27<@!=1.+,Bypassed,Yes,unionAtk,Unknown,0.008,69.91,No,200
0%27<@=1%0b,Bypassed,Yes,unionAtk,Unknown,0.0145,69.91,No,200
0%27<@=1%0b,Bypassed,Yes,unionAtk,Unknown,0.0138,69.91,No,200
0%27<@!=1.+,Bypassed,Yes,unionAtk,Unknown,0.0124,69.91,No,200
0%27<@!=.1+,Bypassed,Yes,unionAtk,Unknown,0.0201,69.91,No,200
0%27<@=1%0b,Bypassed,Yes,unionAtk,Unknown,0.0133,69.91,No,200
0%27<@!=.1%0b,Bypassed,Yes,unionAtk,Unknown,0.0192,69.91,No,200
0'<@!=.1%0b,Bypassed,No,None,Unknown,0.0134,69.91,No,500
0%27<@!=.1%0b,Bypassed,Yes,unionAtk,Unknown,0.0169,69.8,No,200
0'<@!=1+,Bypassed,No,None,Unknown,0.0071,69.91,No,500
0%27<@!=1+,Bypassed,Yes,unionAtk,Unknown,0.012,69.91,No,200
0%27<@=1.+,Bypassed,Yes,unionAtk,Unknown,0.0109,69.91,No,200
0%27<@!=.1%0b,Bypassed,Yes,unionAtk,Unknown,0.0179,69.91,No,200
0'<@=1%0b,Bypassed,No,None,Unknown,0.0083,69.91,No,500
0'||+,Bypassed,No,None,Unknown,0.0085,69.91,No,500
0'<@=.1+,Bypassed,No,None,Unknown,0.0116,69.91,No,500
0%27or+,Bypassed,Yes,unionAtk,Unknown,0.0179,69.91,No,200
0'<@!=.1+,Bypassed,No,None,Unknown,0.0197,69.91,No,500
0'<@=1+,Bypassed,No,None,Unknown,0.0136,69.91,No,500
0%27<@=1+,Bypassed,Yes,unionAtk,Unknown,0.0151,69.91,No,200
0'<@!=.1%0b,Bypassed,No,None,Unknown,0.0109,69.91,No,500
0%27<@!=.1%0b,Bypassed,Yes,unionAtk,Unknown,0.0141,69.91,No,200
0%27<@=1.+,Bypassed,Yes,unionAtk,Unknown,0.0112,69.91,No,200
0'<@!=1.%0b,Bypassed,No,None,Unknown,0.0162,69.91,No,500
0'<@=1.%0b,Bypassed,No,None,Unknown,0.0125,69.91,No,500
0%27<@!=1%0b,Bypassed,Yes,unionAtk,Unknown,0.0108,69.91,No,200
0'<@=1+,Bypassed,No,None,Unknown,0.0106,69.91,No,500
0'<@!=1%0b,Bypassed,No,None,Unknown,0.0129,69.91,No,500
0%27<@=1+,Bypassed,Yes,unionAtk,Unknown,0.0139,69.91,No,200
0%27<@!=.1+,Bypassed,Yes,unionAtk,Unknown,0.0145,69.91,No,200
0%27<@=1+,Bypassed,Yes,unionAtk,Unknown,0.0121,69.91,No,200
0'<@=1+,Bypassed,No,None,Unknown,0.0095,69.91,No,500
0'<@=.1+,Bypassed,No,None,Unknown,0.0129,69.91,No,500
0'or+,Bypassed,No,None,Unknown,0.0101,69.91,No,500
0%27<@=1+,Bypassed,Yes,unionAtk,Unknown,0.0122,69.91,No,200
0'<@!=1.%0b,Bypassed,No,None,Unknown,0.0135,69.91,No,500
0'<@=1%0b,Bypassed,No,None,Unknown,0.0129,69.91,No,500
0'<@=1.+,Bypassed,No,None,Unknown,0.0073,69.91,No,500
0'<@=1.%0b,Bypassed,No,None,Unknown,0.0097,69.91,No,500
0%27<@!=1+,Bypassed,Yes,unionAtk,Unknown,0.0129,69.91,No,200
0'<@!=1.%0b,Bypassed,No,None,Unknown,0.0101,69.91,No,500
0%27<@!=1.+,Bypassed,Yes,unionAtk,Unknown,0.0175,69.91,No,200
0'<@=1%0b,Bypassed,No,None,Unknown,0.0148,69.91,No,500
